#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01067	AMR	AMR	0.0000	0.0001	0.6626	0.0256	0.3117	6.0735	3.4333	6.6537	4.0728	-3.2670	-0.6823	3.0501	0.8974	8.8424	-1.1159
HG02854	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.8361	-17.3039	0.8760	2.4305	-2.9327	-2.2129	1.9564	-0.6849	6.3902	-1.4601
HG02952	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.4047	-17.7585	0.9316	1.4877	-4.5211	-3.3153	1.7847	-1.8638	1.5175	0.7659
NA18641	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7312	-44.1198	3.1951	6.2103	-3.4326	-1.8858	-1.0902	-2.1347	3.9537	-3.5860
NA20799	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	2.9658	13.1083	5.6435	10.5169	-0.9823	-5.0732	0.8991	1.0132	1.0708	-0.5819
HG02383	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0651	-44.4795	-0.4177	8.1988	5.5726	-1.0932	5.4696	-1.6195	3.7369	-3.2051
NA20517	EUR	EUR	0.0000	0.0000	0.0042	0.0000	0.9958	2.1042	13.4563	4.3986	9.4340	-2.9893	-4.4912	3.0367	-5.9509	7.1722	-1.1676
NA19921	AFR	AFR	0.0000	0.9783	0.0217	0.0000	0.0000	33.3328	-9.9113	2.8947	1.5323	-3.4166	-1.8695	-3.4098	-1.2258	6.1946	-0.6382
HG03897	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8545	-6.5388	-19.5110	-4.0945	-2.9712	-2.6221	4.0381	1.5064	2.7347	-4.9459
HG02401	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4549	-44.7137	1.2625	8.1428	4.2090	1.7772	1.5989	0.4548	3.1060	-4.0354
HG02136	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4385	-42.8084	0.8593	9.1115	1.4869	0.6152	1.6670	-1.0675	6.0687	1.7310
HG01174	AMR	AMR	0.0000	0.0001	0.8034	0.0000	0.1965	3.6624	6.0913	5.8813	3.7222	-2.2485	-5.7396	2.4764	3.6768	-0.4241	0.2088
HG03565	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.6058	-16.9609	-1.1709	0.6102	-3.4315	-0.4996	3.0900	1.1764	2.6862	0.0914
HG01051	AMR	AMR	0.0010	0.0797	0.9180	0.0000	0.0012	12.9131	-1.0680	8.5315	-0.2533	-1.4485	-0.2245	-0.6016	2.3470	1.2774	0.6148
HG01781	EUR	EUR	0.0000	0.0000	0.0127	0.0000	0.9873	1.1347	13.8911	4.4664	10.6012	-3.3811	-3.2488	7.1443	-0.1384	3.1318	-4.0713
HG01912	AFR	AFR	0.0000	0.9924	0.0076	0.0000	0.0000	55.7572	-13.8305	0.7014	1.7072	-3.1648	1.0157	3.1310	1.9243	6.1384	0.8639
NA19740	AMR	AMR	0.0000	0.0036	0.9964	0.0000	0.0000	-2.9884	-17.9438	20.1957	-23.9853	-4.8626	-1.6443	3.1291	-1.0473	5.2504	-0.0936
HG03224	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.7210	-17.4132	1.6234	1.4497	-5.0393	-1.9841	-0.6986	-0.9190	3.8777	1.9959
NA19147	AFR	AFR	0.0000	0.9987	0.0013	0.0000	0.0000	62.3728	-17.3973	-0.3377	0.6434	-2.3981	-2.9449	2.0138	-1.4451	2.4621	-3.2069
HG03458	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	63.1586	-17.3809	-0.0994	1.1557	-1.8469	-2.5116	1.0862	-2.0737	5.4954	-1.9198
HG03788	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0904	-8.4291	-20.0208	-4.8898	-2.9288	-2.9442	-3.6686	0.5640	4.1746	1.2512
HG00105	EUR	EUR	0.0000	0.0000	0.0783	0.0000	0.9217	-0.6492	11.3457	5.8734	8.6194	-0.5505	0.4224	-3.5835	-3.1840	3.7688	3.4083
HG02814	AFR	AFR	0.0000	0.9992	0.0008	0.0000	0.0000	62.1471	-17.7121	1.0263	2.6491	-2.2223	-0.3406	4.5182	3.6237	6.5124	-3.9427
HG02855	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	60.7689	-17.5226	-0.6080	1.6190	-3.6939	-1.3306	2.3229	4.2353	6.7744	-1.7705
HG01052	AMR	AMR	0.0000	0.0037	0.9955	0.0000	0.0008	13.2051	-1.0098	8.8484	-0.8359	-4.0963	-6.2315	0.5553	-3.9243	3.5799	-5.5365
NA19025	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	59.3291	-15.8843	0.2185	2.6730	-1.7000	-1.2554	-3.9306	-0.5429	2.8816	-2.9626
HG03631	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2798	-2.6877	-15.9166	-0.8494	-6.6789	-4.3279	4.9441	1.3943	-0.5498	1.1239
HG04118	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3165	-6.3509	-22.3470	-3.0739	-4.6376	1.0245	1.1875	1.6253	0.5458	-4.3555
NA20866	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4966	-5.3382	-16.6058	-4.7317	-3.1049	-3.4850	0.0665	-4.3502	2.1589	-5.5465
HG00458	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5756	-44.1472	2.4346	9.0723	-3.8877	-2.0874	0.3733	-3.3939	3.6909	-1.9063
HG02396	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.9485	-46.2586	0.7023	8.9614	4.0990	1.7459	2.0723	0.9381	2.9761	1.2625
NA20858	SAS	SAS	0.0333	0.0032	0.0040	0.9595	0.0000	1.9359	-1.3905	-11.0305	-1.6267	-2.6844	-0.1670	3.4146	0.7725	4.2564	-0.2874
HG03998	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0577	-8.0469	-20.3191	-4.3802	-0.2740	-1.7929	2.9692	-1.8536	2.2747	4.9451
HG03990	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8255	-9.4766	-20.0379	-5.6768	-3.5921	-1.5899	-1.4266	1.4814	4.1342	0.1462
HG02882	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.7980	-16.9563	0.0254	1.7213	-4.2220	-1.7743	1.5915	1.3573	5.1869	-0.1768
HG00367	EUR	EUR	0.0000	0.0000	0.0143	0.0000	0.9857	-2.7630	7.9017	6.2939	8.7957	-6.4541	7.5975	0.9287	-1.9141	7.0535	-1.6129
HG00443	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7350	-45.2431	2.4250	7.7107	-3.1492	-2.4659	0.3027	-1.7776	5.7548	-0.2761
HG02756	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.0596	-16.3755	-0.5558	1.5110	-3.1465	-0.0209	5.6275	1.2871	4.7967	-1.6835
NA18943	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.2855	-42.5430	1.5956	6.7464	-10.7033	-2.4368	3.2844	0.7075	6.0000	2.0296
NA18870	AFR	AFR	0.0000	0.9953	0.0047	0.0000	0.0000	63.3353	-17.7209	0.8623	1.9985	-2.3980	-2.3933	1.6700	-3.5563	3.8572	-1.2755
HG04216	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3012	-7.9455	-18.0281	-5.1880	-4.9363	-0.0604	-0.1760	1.0206	8.4913	2.9389
HG03755	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1916	-8.1652	-18.5462	-4.8719	-4.2744	0.0076	3.1463	-1.2392	5.1708	-1.7819
NA19204	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.4775	-17.1274	0.1550	-0.0231	-5.0950	-0.2052	4.3670	-1.8499	4.4863	0.6427
NA18877	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.4997	-18.4446	0.3031	2.0929	-6.0527	-0.4251	0.5775	-2.7257	5.6073	0.4514
NA18631	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7536	-45.2655	2.2501	6.4956	-4.1643	-2.9964	2.2554	-2.6547	3.8641	-1.2048
HG02385	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7884	-43.9458	1.1629	8.2490	6.6208	0.3816	1.1508	-2.8836	2.8664	-2.4382
HG03934	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4270	-11.4318	-14.5381	-4.4902	-2.0215	1.1450	4.7254	-6.4535	4.9371	-0.4237
HG00368	EUR	EUR	0.0000	0.0000	0.0142	0.0000	0.9858	-0.3198	7.6716	3.2510	6.9754	-10.8568	5.8494	4.4198	3.9437	2.6054	-0.2289
HG04001	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7338	-6.6769	-20.4753	-4.4056	-6.2467	-0.3205	2.8379	-5.3799	5.2308	-1.0256
HG03567	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.8382	-17.6779	0.0162	-0.5811	-2.1001	-1.4712	3.0170	0.6652	1.6918	-0.7748
HG03016	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6634	-7.1131	-17.3149	-6.4238	-1.8493	-2.1888	2.1663	-5.1602	4.1488	-1.2437
NA20876	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6716	-5.2672	-18.4426	-5.5627	-5.5442	-2.1406	6.4343	-7.3233	1.9845	-1.2227
HG00326	EUR	EUR	0.0000	0.0000	0.1705	0.0000	0.8295	-0.5440	8.8008	5.3207	7.8013	-6.9131	6.8534	2.8321	1.1776	5.0899	-0.5740
HG03117	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.9962	-15.8726	-0.1167	2.0759	-3.9888	-1.5836	1.1904	-5.7214	4.4663	-0.2602
NA20764	EUR	EUR	0.0000	0.0000	0.0021	0.0000	0.9979	1.5077	12.5247	3.1837	9.9179	-2.7943	-7.9047	0.4564	-2.1289	-1.8165	-0.9311
HG03653	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0370	-5.0093	-17.1786	-4.1658	-0.9454	-0.6963	2.7291	-2.9834	0.9188	0.3955
NA20529	EUR	EUR	0.0000	0.0000	0.0022	0.0000	0.9978	2.0230	12.3565	5.0199	9.5671	-0.7251	-7.0889	-0.1431	-7.2391	2.5385	0.7121
NA19159	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.7501	-17.4729	-0.4640	0.7023	-1.9393	-3.4603	2.8310	0.5902	6.2257	1.9392
HG03575	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.9109	-17.8268	-0.0963	2.5874	-3.5761	1.4953	4.4097	-4.8687	6.0834	-3.0735
HG02345	AMR	AMR	0.0000	0.0115	0.9885	0.0000	0.0000	0.0605	-11.4082	11.2803	-14.2045	-2.8930	1.7776	2.7320	-0.9901	3.6893	-0.6863
HG02968	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.8686	-17.6445	1.1985	2.1933	-2.3329	-1.7709	3.1337	-4.8781	6.0421	0.6122
HG03697	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6000	-9.4559	-19.4982	-5.5432	-3.4110	-2.6172	2.9309	-1.2724	0.9589	-4.6029
HG03774	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3836	-7.8589	-20.2698	-4.6344	-2.9249	0.9033	3.9688	-0.5713	3.3295	5.2050
NA19397	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.0610	-17.7558	-1.1796	1.9499	-4.3958	-2.3680	-0.9152	-3.1168	2.5113	0.5681
HG02134	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3127	-43.8377	1.1902	7.9226	4.0925	-1.1769	-0.2935	-3.1839	2.0877	-0.2421
HG00626	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8870	-45.9204	1.6879	7.5813	-2.2134	-3.7144	5.2503	-1.3170	5.1873	-1.8985
HG01603	EUR	EUR	0.0000	0.0000	0.0291	0.0000	0.9709	1.5563	11.2913	3.3749	9.3800	-1.0745	-4.8763	1.2193	2.1395	4.5234	2.2652
NA19175	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6552	-17.6206	0.5139	0.9775	-4.9900	-1.1926	3.8920	-1.7424	5.6815	-1.3518
NA18559	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5283	-43.7824	2.2999	7.5011	-3.7523	-3.4502	3.9441	-3.2471	9.3016	2.1022
NA20894	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3278	-5.4696	-18.1669	-1.7656	-0.6264	-0.8689	-0.9912	-2.8612	5.0235	-1.7053
NA12043	EUR	EUR	0.0000	0.0000	0.0001	0.0000	0.9999	-1.5804	14.4431	3.4356	8.9326	-1.7121	-0.0602	2.9220	-5.0135	5.9214	0.4985
HG02594	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	60.8430	-17.6227	-0.0333	2.0088	-0.3143	-0.9541	2.1514	-0.7465	4.7382	0.2223
HG02947	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0352	-17.2957	-1.9457	1.3860	-0.2277	-4.1610	9.2762	-2.8321	4.6299	-1.3967
HG03714	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5823	-4.9134	-14.7464	-0.8036	-3.6777	2.1226	5.3788	0.4369	4.6125	-2.8267
HG03301	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.8197	-18.5146	-1.8729	0.8200	-4.1093	-2.4011	4.6126	-1.1647	2.7204	0.5416
HG01077	AMR	AMR	0.0000	0.0008	0.9990	0.0000	0.0002	9.9293	-0.5867	6.5842	-0.8252	-0.1328	-0.8502	4.4750	-2.8099	5.9161	-2.3529
HG03139	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	63.0046	-17.4492	0.4845	1.7249	-2.4613	-2.7735	1.8300	-1.9956	5.3078	0.0895
HG01992	AMR	AMR	0.0000	0.0027	0.9973	0.0000	0.0000	-6.1754	-19.8001	23.4237	-34.4001	-4.1487	2.0235	0.1287	0.7705	2.5083	-0.7901
HG01524	EUR	EUR	0.0000	0.0000	0.0044	0.0000	0.9956	0.4695	12.6803	5.5308	10.9572	-0.6406	-5.4937	5.2774	-1.2575	6.7848	-2.9686
NA18626	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8079	-44.1096	2.5741	7.0601	-8.9947	-3.1177	6.0846	-1.3739	6.2998	-4.0293
HG00253	EUR	EUR	0.0000	0.0000	0.0097	0.0000	0.9903	-0.2263	12.8043	4.6965	9.5653	-5.8836	1.2590	1.3205	-5.4297	1.2300	-2.2139
HG01918	AMR	AMR	0.0000	0.0016	0.9984	0.0000	0.0000	-6.3989	-17.7841	22.5652	-28.6769	-2.7935	0.4824	1.2640	-6.8199	5.1743	-4.3843
HG00472	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2886	-44.4875	2.6131	8.6608	-4.7613	-1.2298	-1.8279	0.2731	5.6303	-1.6586
HG02725	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3145	-6.4738	-18.7514	-4.1665	-1.4980	-3.1832	4.6205	-3.5490	6.4834	2.8870
HG00584	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.1077	-44.9884	2.7760	8.3807	-3.8738	-6.0112	2.7236	-0.2508	2.7823	-3.2367
HG03112	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9228	-17.4334	1.1633	0.9875	-1.2542	-3.3273	4.4988	-1.7470	4.6189	0.5648
NA19385	AFR	AFR	0.0000	0.9968	0.0032	0.0000	0.0000	59.3590	-17.1962	-0.5499	2.2032	-3.9185	-0.1243	-1.1846	-2.1176	5.0625	-0.5479
HG03668	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4065	-5.3598	-15.8515	-4.4212	-4.5300	-0.5305	2.3472	-2.0628	6.9442	1.8862
HG00243	EUR	EUR	0.0000	0.0000	0.1171	0.0000	0.8829	-0.2422	13.6427	5.4705	8.8734	-4.8023	-1.3984	0.4904	-1.1529	4.5950	-0.7628
HG02696	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9243	-4.1897	-15.3882	-3.7333	-4.2115	2.4872	4.3005	-0.9020	4.5034	-2.1865
NA20864	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5249	-3.3733	-15.4420	-1.0956	-0.6353	-0.9404	-1.7921	-0.2562	5.4069	-2.0065
HG00187	EUR	EUR	0.0000	0.0000	0.0876	0.0000	0.9124	0.7162	8.7794	5.4862	6.2805	-6.5477	4.4469	5.2467	6.0092	3.3613	-1.1501
NA20851	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6177	-5.3819	-17.1316	-3.6226	-4.6382	-3.0706	3.1811	0.9097	8.2291	-2.9313
HG00149	EUR	EUR	0.0000	0.0000	0.1091	0.0000	0.8909	0.7870	12.4175	5.6201	8.7964	-0.9710	1.7353	5.0945	2.0320	6.0382	2.0350
HG03241	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.2399	-18.1681	-0.2980	-0.1672	-2.9531	-0.0895	1.9686	0.4076	6.0370	0.6917
NA19913	AFR	AFR	0.0000	0.9828	0.0172	0.0000	0.0000	53.9144	-12.5694	0.1317	2.0014	-4.4127	-1.9602	-5.0827	-5.0937	2.2375	-2.8197
HG01392	AMR	AMR	0.0000	0.0040	0.9959	0.0000	0.0002	10.0588	1.4130	8.5061	-1.6624	-2.7652	-6.5581	2.0351	4.0850	3.1273	1.7872
HG03742	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8884	-6.9876	-19.4873	-5.2264	-2.6470	-0.8862	-1.8380	-3.8442	2.7678	-2.1500
HG04107	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7970	-7.8445	-19.8162	-6.4515	-4.2103	4.8726	4.6487	-2.2649	4.0467	2.1912
HG01613	EUR	EUR	0.0000	0.0000	0.1021	0.0000	0.8979	1.0049	12.8417	5.9694	9.3092	-3.2764	-5.4050	1.4178	0.2955	4.2550	-2.9742
HG01762	EUR	EUR	0.0000	0.0000	0.0295	0.0000	0.9705	2.3589	12.6771	4.6968	9.9818	-3.0790	-2.3129	3.0114	2.3313	7.1057	-6.3042
HG02979	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3936	-16.8632	0.1352	0.9156	-2.5636	-0.4930	0.3307	-5.0622	5.2717	-2.0466
HG02048	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6347	-43.2953	0.1519	7.8374	3.7160	0.8752	3.6298	-1.8167	2.9614	-1.5239
NA20508	EUR	EUR	0.0000	0.0000	0.3379	0.0000	0.6621	2.8985	12.4714	4.6687	9.2640	0.7584	-3.1898	4.7776	-2.3236	4.8650	-3.9986
HG01530	EUR	EUR	0.0000	0.0000	0.0044	0.0000	0.9956	2.2597	12.9514	5.0045	11.8934	0.0321	-5.0224	-0.2430	1.5476	5.4609	1.4361
HG02012	AFR	AFR	0.0000	0.9975	0.0025	0.0000	0.0000	58.8511	-14.9986	0.2714	2.8754	-3.0241	-1.0851	2.5306	1.2198	5.1505	-1.6027
NA20765	EUR	EUR	0.0000	0.0000	0.0187	0.0000	0.9813	2.1018	11.6768	4.4487	9.5920	-2.8601	-2.4746	2.2698	-5.9951	5.4786	-3.7804
HG00982	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0044	-43.2564	1.3204	8.6331	1.5091	-0.6784	4.3185	-4.0249	2.8825	-2.5847
NA18609	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9769	-41.1330	2.3294	6.2374	-7.5649	-2.6302	3.1007	3.4318	6.2840	2.8735
HG00690	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1151	-44.1137	2.1594	7.0772	-2.0986	0.9564	1.9504	-1.0365	4.3376	-1.5067
NA20810	EUR	EUR	0.0000	0.0000	0.0842	0.0000	0.9158	2.0899	12.3835	4.5832	8.4750	1.0765	-4.5457	-0.3796	-0.4716	7.6118	-1.9396
HG00638	AMR	AMR	0.0000	0.0324	0.9675	0.0000	0.0000	11.3723	4.6365	7.3155	0.6958	-3.5248	-2.4138	-1.7308	1.2601	4.0237	-1.1119
NA20274	AMR	AFR	0.0000	0.0451	0.9549	0.0000	0.0000	16.2113	-15.7469	10.8530	-11.7921	-3.8443	-4.3438	5.3955	0.6066	4.6339	0.2111
NA18611	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8747	-44.9815	0.8683	7.1722	-7.7718	-1.8085	3.6092	-0.4335	4.4778	1.2295
HG01846	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2885	-42.8849	0.0628	7.6164	-0.2026	1.7461	2.1292	-0.8326	7.5377	-0.3922
HG03572	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6587	-17.3364	-1.0459	3.0271	-3.2451	-1.3402	3.2224	3.2065	1.3032	-1.9515
NA12383	EUR	EUR	0.0000	0.0000	0.2635	0.0001	0.7364	0.8631	13.0201	3.1066	9.6387	-2.6639	1.0846	-1.5773	-0.7046	2.1979	0.0910
HG01612	EUR	EUR	0.0003	0.0000	0.2939	0.0014	0.7044	2.5598	11.9294	5.3799	9.6881	-2.8577	-3.3733	0.4874	0.1331	7.1357	-1.0539
HG03064	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	65.0064	-18.3133	-0.5004	2.1224	-3.5009	-4.0000	2.7059	0.5297	3.1077	-2.6970
HG03717	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7602	-8.5492	-23.2817	-5.5153	-5.8629	-0.4728	-0.1589	2.7908	7.9477	-2.0701
HG01709	EUR	EUR	0.0000	0.0000	0.1613	0.0000	0.8387	3.6262	11.6944	3.9569	7.5302	-1.5185	-2.8998	4.2861	-2.0371	8.3231	-0.5918
NA19756	AMR	AMR	0.0000	0.0069	0.9931	0.0000	0.0000	0.4705	-8.1865	13.3971	-11.2144	-4.7809	-1.4037	3.2623	0.6252	5.3242	-1.6326
NA19085	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8532	-43.6138	2.3920	3.5059	-13.5961	-4.7191	5.8469	-2.4468	3.3976	-2.0757
NA11830	EUR	EUR	0.0000	0.0000	0.0067	0.0000	0.9933	0.6100	12.3553	4.1711	9.2781	-3.8458	1.0564	0.2473	-5.2534	5.5240	-1.4228
HG03730	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0099	-10.0452	-22.1589	-6.9667	-3.1742	-0.0107	4.4150	-3.2590	6.5976	1.2031
HG02804	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.2647	-16.4504	-0.7097	1.8671	-3.0883	0.6163	4.1068	2.9382	6.3117	-2.1374
HG03652	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9382	-5.0341	-16.9468	-3.0446	0.2119	-0.4401	-0.4619	-2.8106	3.3009	0.5774
NA19213	AFR	AFR	0.0000	0.9991	0.0009	0.0000	0.0000	63.5497	-18.7586	1.4478	0.0957	-1.3355	-0.6972	3.7252	-4.0834	5.5378	-0.6364
HG00102	EUR	EUR	0.0000	0.0000	0.0275	0.0000	0.9725	0.1638	11.8169	5.9105	8.7723	-5.5024	-0.7124	2.4175	-1.0893	10.0788	1.9073
HG01435	AMR	AMR	0.0000	0.0069	0.9931	0.0000	0.0000	-0.3820	-7.2532	13.5356	-14.6825	-0.8014	-1.6285	4.0281	-5.1249	0.0099	1.0977
HG03974	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2428	-5.3562	-19.6257	-4.0142	-3.0623	-2.2927	0.5021	-2.9085	4.8571	-4.2089
HG02053	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	57.2867	-16.3622	-0.0429	3.6706	-3.6473	0.7314	3.8506	-1.7893	4.5455	-0.0822
NA19375	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	58.2348	-16.2680	-1.6486	2.4469	-3.6752	-3.5206	-2.4894	-1.4241	4.3533	-2.0963
HG01988	AFR	AFR	0.0000	0.9011	0.0989	0.0000	0.0000	34.0489	-2.4311	4.0445	3.9991	-2.1197	0.0337	2.1148	-0.5706	4.1035	-2.5682
HG03015	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5569	-8.2276	-18.2960	-5.9726	-2.9959	-0.4566	3.1355	-6.3147	2.8991	1.5033
HG00344	AMR	EUR	0.0000	0.0000	0.5225	0.0007	0.4768	-1.2271	9.5331	5.7209	9.9656	-6.6998	2.3378	0.5116	-4.2036	5.7565	-0.3279
HG02384	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0185	-45.8774	2.5957	8.8557	4.4291	-1.8719	0.9102	-0.8406	3.8431	-2.3212
NA19779	AMR	AMR	0.0000	0.0079	0.9921	0.0000	0.0000	0.9525	-1.7943	8.8856	-5.7119	-1.9314	-4.0313	0.3395	0.2262	3.6574	2.4355
HG04180	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1157	-8.7176	-17.0770	-2.5170	-2.5296	-2.0488	4.3710	-2.6498	4.3324	0.4839
NA12812	EUR	EUR	0.0000	0.0000	0.0006	0.0000	0.9994	-0.0477	13.0857	4.6790	10.2971	-3.8159	-2.5556	1.8519	-5.5345	3.7039	-2.7592
HG01842	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0780	-42.5899	-0.4620	6.7959	0.6912	1.8191	2.5080	-1.6120	4.9804	-1.5974
NA18639	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3022	-46.3296	0.2510	8.7833	-4.4935	-0.8587	-0.4522	-0.9903	3.5349	-2.3553
NA18629	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7310	-42.9436	3.7355	6.2962	-3.3240	-1.1535	-0.5009	-1.1464	5.3523	0.4527
HG01678	EUR	EUR	0.0000	0.0000	0.0238	0.0000	0.9762	0.6065	12.1645	5.4577	9.6453	-1.8125	-7.1132	1.5966	0.0864	5.0947	3.7531
NA19144	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2510	-18.9414	-2.2460	1.1004	-1.7445	0.2832	1.9715	-1.4202	3.0526	-3.1845
HG00867	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9605	-45.2112	1.9278	8.1549	-1.5564	0.3433	2.3953	-4.0990	2.1129	0.0348
NA19235	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.7163	-16.3153	-0.4075	1.9358	-5.2900	-2.0394	0.7423	-4.0032	5.4095	-3.1053
HG03931	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1425	-12.1112	-16.7251	-3.4824	-2.5221	-4.4170	2.5245	-0.8653	6.1909	-1.2568
NA18505	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.7926	-18.1627	2.3217	1.8455	-3.8057	-1.4512	3.8397	-2.7755	2.0543	0.2282
