#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG02557	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	58.9810	-15.9755	0.2157	1.6282	-0.6991
HG01531	EUR	EUR	0.0000	0.0000	0.0033	0.0000	0.9967	2.0691	12.2291	3.9343	8.0878	2.3861
HG04026	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7898	-8.8390	-23.7133	-5.3911	3.4831
NA18978	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2560	-42.5743	3.2324	6.4976	9.5281
HG01167	AMR	AMR	0.0000	0.0004	0.9971	0.0001	0.0024	13.8739	-0.3514	7.2206	1.3702	2.2721
NA19704	AFR	AFR	0.0000	0.9979	0.0021	0.0000	0.0000	53.0648	-12.1606	-0.6284	1.0653	2.1372
NA21124	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3145	-4.9194	-18.9828	-5.0394	4.1915
HG03894	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.9983	-9.1660	-21.2469	-2.8861	0.5764
HG00179	EUR	EUR	0.0000	0.0000	0.0134	0.0000	0.9866	-0.6468	8.3517	6.6871	9.9933	5.2062
HG03960	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2103	-9.3535	-20.6335	-6.2700	0.8953
HG01250	AMR	AMR	0.0000	0.0007	0.9992	0.0000	0.0001	3.2211	-1.6624	11.1813	-4.8075	0.0673
HG02879	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	62.3441	-17.9876	-0.2169	0.9585	-0.6521
NA19922	AFR	AFR	0.0000	0.9975	0.0025	0.0000	0.0000	45.1461	-9.1353	0.8029	2.7334	0.4102
HG01808	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7977	-43.2910	1.1430	8.2609	-5.6021
HG02061	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4831	-43.7852	1.2956	8.6546	-5.6576
HG00330	AMR	EUR	0.0000	0.0000	0.7117	0.0000	0.2883	-0.0980	6.9968	7.0916	9.0992	0.2394
NA20890	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5464	-3.4453	-12.5489	-2.7739	3.8675
NA20515	EUR	EUR	0.0000	0.0000	0.0042	0.0000	0.9958	0.8432	12.2509	4.7856	10.2507	1.3012
HG01976	AMR	AMR	0.0000	0.0168	0.9832	0.0000	0.0000	-5.3603	-13.4934	19.0032	-26.0831	1.8686
HG01334	EUR	EUR	0.0000	0.0000	0.0089	0.0000	0.9911	-0.2798	10.8675	6.3602	9.5503	5.0002
NA19185	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	63.0781	-18.2177	0.7819	1.9580	3.1583
NA18933	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.7239	-18.7975	0.8839	2.1416	3.1857
NA19327	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	58.2627	-17.0829	-0.2342	2.3513	2.1856
HG00128	EUR	EUR	0.0000	0.0000	0.0155	0.0000	0.9845	-0.8916	13.8159	4.6485	9.4973	1.0549
HG01756	EUR	EUR	0.0000	0.0000	0.0165	0.0000	0.9835	2.5507	12.2132	4.9333	11.3993	3.4791
HG03241	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	62.2779	-18.1799	-0.2663	-0.2217	-1.3730
HG03925	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0542	-11.4421	-16.4963	-3.8518	0.3881
HG01095	AMR	AMR	0.0004	0.0402	0.9588	0.0002	0.0005	8.2384	2.6395	5.4234	2.1735	-3.1702
NA20761	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	1.6100	10.8952	3.5436	10.5110	0.4964
HG02409	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9799	-42.8518	1.5123	10.0912	-4.0559
NA18553	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7851	-42.6436	2.7875	6.4913	7.7875
HG00445	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1627	-43.8089	1.9171	7.0794	4.4765
NA20802	EUR	EUR	0.0000	0.0000	0.0629	0.0000	0.9371	2.1756	12.4626	5.5032	9.8100	2.8529
HG02814	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.1829	-17.7196	0.9741	2.9064	0.5254
NA18516	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7747	-18.5087	0.1997	0.9515	2.3666
HG02768	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.4447	-17.6083	-1.0484	1.3599	2.5311
NA18635	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9480	-42.9094	4.6616	6.7281	9.5895
HG03567	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	64.8533	-17.6852	0.1067	-0.5470	1.8403
HG00657	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6143	-44.6080	1.2924	7.6068	2.1400
HG01512	EUR	EUR	0.0000	0.0000	0.0038	0.0000	0.9962	1.3539	14.6188	5.9117	9.6957	1.8519
HG03045	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	59.6255	-18.5093	0.1346	1.2390	1.3062
NA19209	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	63.6827	-19.0221	0.1286	2.0050	1.8527
HG00598	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0492	-46.0157	0.6257	6.7588	2.7829
HG02854	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.8496	-17.3304	0.8509	2.5569	0.6478
HG02923	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.5238	-17.9438	-0.6251	2.0887	1.9827
HG01982	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-5.3102	-17.7789	18.6593	-28.2524	1.3859
HG00311	EUR	EUR	0.0000	0.0000	0.0061	0.0000	0.9939	-2.5701	11.2872	7.3048	8.2640	2.2470
HG01474	EUR	AMR	0.0000	0.0000	0.0685	0.0000	0.9315	-0.4928	6.8830	9.6302	2.5264	0.7822
HG02952	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	62.3918	-17.7454	0.9911	1.8629	5.2472
HG02721	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.0371	-18.8244	0.1634	0.3823	-1.6397
HG01088	AMR	AMR	0.0000	0.0010	0.9876	0.0000	0.0113	9.7195	3.2297	7.2836	3.2422	-0.6587
HG01578	AMR	AMR	0.0000	0.0034	0.9966	0.0000	0.0000	-3.6414	-10.7702	16.8353	-19.8827	-2.5977
HG00244	EUR	EUR	0.0000	0.0000	0.0091	0.0000	0.9909	-0.6945	13.8941	4.8444	8.3726	3.6122
NA19774	AMR	AMR	0.0000	0.0024	0.9976	0.0000	0.0000	0.3141	-7.4507	12.9469	-11.4411	1.9085
NA20809	EUR	EUR	0.0000	0.0000	0.0155	0.0000	0.9845	1.3238	12.1452	4.9174	9.2947	-0.5021
HG01312	AMR	AMR	0.0239	0.0151	0.8197	0.0533	0.0880	8.2031	5.0972	6.6523	4.0455	2.0396
NA20581	EUR	EUR	0.0000	0.0000	0.0125	0.0000	0.9875	1.2169	13.6898	3.0314	9.5491	2.4506
HG03765	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2983	-1.7793	-12.6893	0.9878	7.1651
HG01606	EUR	EUR	0.0000	0.0000	0.0609	0.0000	0.9391	2.7739	12.0826	5.0580	9.8765	1.9567
HG00525	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6061	-43.0717	2.9945	8.6324	1.2948
NA18968	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8067	-43.1032	3.4223	4.0931	10.0378
NA20289	AFR	AFR	0.0000	0.9771	0.0229	0.0000	0.0000	48.2791	-10.8318	-0.3882	3.8129	4.5721
HG02003	AMR	AMR	0.0000	0.0006	0.9994	0.0000	0.0000	-6.4257	-19.6000	21.9895	-32.0270	1.7300
HG03082	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.5864	-17.7599	0.4559	2.6842	2.4652
HG00143	EUR	EUR	0.0000	0.0000	0.0024	0.0000	0.9976	0.6024	12.6017	4.5217	8.6539	-0.2369
HG01305	AMR	AMR	0.0000	0.0020	0.9980	0.0000	0.0000	8.2742	1.0260	9.6498	-2.2457	1.7001
HG01577	AMR	AMR	0.0000	0.0015	0.9985	0.0000	0.0000	1.4104	-5.4285	13.2277	-14.2802	1.0113
HG01675	EUR	EUR	0.0000	0.0000	0.0162	0.0000	0.9838	-0.3316	13.2401	5.8485	9.6250	3.9381
HG00368	AMR	EUR	0.0000	0.0002	0.7076	0.0006	0.2916	-0.3424	7.6635	3.5742	7.3584	3.4197
NA19160	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.4587	-17.3301	1.3709	2.1609	1.1521
HG03653	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0490	-5.0539	-17.0315	-3.8650	2.7817
HG00629	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6690	-44.7623	3.0810	8.0705	-0.0372
NA19036	AFR	AFR	0.0000	0.9969	0.0031	0.0000	0.0000	60.6624	-15.4528	-1.3056	1.9379	1.0085
NA18909	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	62.9064	-18.3430	-0.6314	2.1625	3.0200
NA12751	EUR	EUR	0.0000	0.0000	0.0272	0.0000	0.9728	0.7227	13.8251	6.1027	9.3184	2.9433
NA19762	AMR	AMR	0.0000	0.0007	0.9993	0.0000	0.0000	0.0521	-13.6707	16.6532	-20.5667	0.9516
NA19088	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0527	-43.2155	2.3819	5.8253	12.9069
NA19452	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	58.7583	-16.7125	-0.6187	2.3239	1.1918
HG03708	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.6150	-6.6500	-15.8912	-3.2265	2.7547
HG02139	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.0245	-43.1115	1.1055	6.9401	-2.3908
NA19086	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0706	-45.0680	2.0551	5.3654	12.3695
HG01615	EUR	EUR	0.0000	0.0000	0.2098	0.0000	0.7902	1.1421	11.1239	4.0667	8.8545	1.3716
HG01113	AMR	AMR	0.0000	0.0005	0.9995	0.0000	0.0000	-0.9774	2.5307	9.5932	-4.3431	2.8348
NA20126	AFR	AFR	0.0000	0.8756	0.1244	0.0000	0.0000	41.3657	-8.2794	2.0841	3.7576	3.9945
HG00127	EUR	EUR	0.0000	0.0000	0.0264	0.0000	0.9736	-0.0940	13.6073	3.8732	9.7353	-4.1802
HG01765	EUR	EUR	0.0000	0.0000	0.0160	0.0000	0.9840	1.5892	11.8848	4.7045	8.7297	-1.3489
HG03887	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7514	-8.0996	-20.3841	-5.9812	1.5108
HG03437	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.5310	-18.8328	-0.3117	2.5857	1.0597
HG00422	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1673	-44.8284	2.0785	7.3098	1.8112
NA20910	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6192	-0.3034	-12.4684	-2.3179	-1.5788
NA20790	EUR	EUR	0.0000	0.0000	0.0129	0.0000	0.9871	2.0646	13.9157	3.2364	9.9231	2.3538
HG02658	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8277	-3.3442	-14.6358	-3.1926	2.1462
NA19430	AFR	AFR	0.0000	0.9992	0.0008	0.0000	0.0000	59.7893	-16.0521	0.7035	1.8721	1.4750
HG02946	AFR	AFR	0.0000	0.9980	0.0020	0.0000	0.0000	62.4423	-18.6153	-0.5471	1.1500	0.2026
NA20527	EUR	EUR	0.0000	0.0000	0.0352	0.0000	0.9648	1.1174	13.2901	3.7183	8.1981	0.7900
HG00151	EUR	EUR	0.0000	0.0000	0.0628	0.0000	0.9372	-1.1444	11.5403	4.4439	7.7321	5.1665
HG01894	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	58.7419	-14.3164	0.4845	2.4242	1.7346
HG02317	AFR	AFR	0.0000	0.9974	0.0026	0.0000	0.0000	58.2855	-15.2807	-1.1343	2.5309	3.1925
HG02896	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.7429	-16.0182	1.0531	2.3624	2.1416
HG01783	AMR	EUR	0.0000	0.0005	0.6645	0.0002	0.3348	2.4732	11.6679	3.9196	11.0652	3.4195
HG00766	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0751	-44.2570	1.3319	10.4382	-0.7834
NA18952	EAS	EAS	0.9998	0.0000	0.0002	0.0000	0.0000	-6.9687	-43.8133	3.5458	5.8026	8.9804
HG01519	EUR	EUR	0.0000	0.0000	0.0022	0.0000	0.9978	0.0990	14.0129	4.9030	10.0917	3.2355
HG00185	EUR	EUR	0.0000	0.0000	0.0102	0.0000	0.9898	-1.4711	7.1264	6.7945	9.3190	3.0416
NA10847	AMR	EUR	0.0000	0.0003	0.9138	0.0004	0.0855	0.6340	13.3733	5.8505	7.0687	3.2974
HG01623	EUR	EUR	0.0000	0.0000	0.2659	0.0001	0.7340	2.0637	12.4331	5.7664	9.3679	0.3203
NA18966	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5658	-41.6995	2.4495	5.9666	11.9567
NA20534	EUR	EUR	0.0000	0.0000	0.0321	0.0000	0.9679	-0.3309	13.0110	3.5918	9.2362	-2.2723
HG03578	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.1711	-16.4244	0.1495	2.3126	3.2488
HG00732	EUR	AMR	0.0000	0.0000	0.3123	0.0000	0.6877	4.2120	4.0058	5.9666	3.1066	-1.6193
HG01205	AMR	AMR	0.0000	0.0003	0.9237	0.0094	0.0666	6.8059	5.7730	6.6903	3.7869	9.0191
HG02182	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3715	-44.6722	2.3768	8.5914	-5.1967
HG02571	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.7430	-16.9993	-0.2873	2.6830	1.4737
HG00160	EUR	EUR	0.0000	0.0000	0.0091	0.0000	0.9909	-0.2862	12.2090	6.4063	10.2640	1.1574
HG02089	AMR	AMR	0.0000	0.0064	0.9936	0.0000	0.0000	-5.5110	-14.5702	17.9085	-24.5483	1.7699
NA20803	EUR	EUR	0.0000	0.0000	0.0052	0.0000	0.9948	1.4207	12.7135	4.9959	9.7102	0.5090
HG02143	AFR	AFR	0.0000	0.9989	0.0011	0.0000	0.0000	50.6130	-11.5329	0.2380	0.9232	4.1632
HG00442	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5432	-44.9481	2.1667	6.4625	4.0443
NA19204	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	62.4685	-17.1488	0.1307	0.0382	3.7904
HG00277	EUR	EUR	0.0000	0.0000	0.0263	0.0000	0.9737	-1.7107	11.5139	4.8395	8.3298	5.3592
HG03910	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.0300	-10.7418	-18.3303	-3.2733	-1.0625
HG00458	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5594	-44.1716	2.3414	9.1532	2.0918
HG00534	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2801	-43.2395	4.1190	6.6305	1.0785
NA12778	EUR	EUR	0.0000	0.0000	0.0017	0.0000	0.9983	0.3616	13.4651	7.5706	9.3969	5.8332
HG00138	EUR	EUR	0.0000	0.0000	0.0107	0.0000	0.9893	0.3484	14.1013	5.3483	9.8831	1.8946
HG00183	EUR	EUR	0.0000	0.0000	0.0103	0.0000	0.9897	-0.3292	9.3686	5.0103	8.5262	2.8240
NA19310	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	61.0788	-18.0047	-0.9425	1.3017	1.6129
NA11994	EUR	EUR	0.0000	0.0000	0.0207	0.0000	0.9793	-1.0165	11.6451	5.2718	9.3875	0.0279
NA19090	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5206	-43.7370	2.9716	7.4920	9.3571
HG00125	EUR	EUR	0.0000	0.0000	0.2472	0.0000	0.7528	0.2025	12.1182	6.9955	8.9789	0.2783
HG03073	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.6916	-18.1879	0.6114	2.4739	2.8393
HG00266	EUR	EUR	0.0000	0.0000	0.0163	0.0000	0.9837	-0.0764	9.3031	5.8083	7.6331	2.7057
HG03750	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.9301	-7.5196	-18.4537	-4.9549	-0.4811
NA20412	AFR	AFR	0.0000	0.9975	0.0025	0.0000	0.0000	47.2206	-12.6564	2.0326	0.9756	4.3803
HG03907	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4774	-11.6910	-16.3519	-4.5311	2.8226
NA19923	AFR	AFR	0.0000	0.8804	0.1196	0.0000	0.0000	38.6738	-7.1423	1.5502	2.6040	-0.0089
HG03363	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	61.5501	-17.5368	0.5692	1.5611	2.0537
HG01813	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5402	-45.5172	1.0415	10.1534	-4.1377
HG00654	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6764	-44.8342	0.8366	8.8414	3.8890
NA12872	EUR	EUR	0.0000	0.0000	0.0362	0.0000	0.9638	0.0637	12.1462	4.6374	8.0435	4.0796
NA19916	AFR	AFR	0.0000	0.9986	0.0014	0.0000	0.0000	56.3803	-14.5922	1.4602	1.7772	1.3657
HG01886	AFR	AFR	0.0000	0.9976	0.0024	0.0000	0.0000	54.8016	-14.1728	-0.1254	0.6544	1.9839
NA19035	AFR	AFR	0.0000	0.9936	0.0064	0.0000	0.0000	59.1259	-16.8739	-0.4429	1.8372	1.6516
HG02810	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	58.3180	-13.5668	0.7593	4.3169	1.8595
NA18881	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	62.7201	-17.1797	-0.9634	2.1846	1.4503
HG01403	AMR	AMR	0.0000	0.0208	0.9792	0.0000	0.0000	9.7827	-1.6379	6.4760	0.2501	4.9323
NA18973	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0806	-42.0043	3.0600	5.2159	11.2197
HG03711	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2498	-7.6425	-20.2728	-4.1840	3.3969
HG03950	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9223	-8.7702	-20.0996	-4.5560	-0.1176
HG00334	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	-1.3397	10.5076	7.2866	9.6135	4.2199
HG02087	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9007	-41.4164	0.6227	8.3533	-2.7057
HG03814	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.4604	-11.0635	-17.6428	-0.9369	6.1077
NA12414	EUR	EUR	0.0000	0.0000	0.0133	0.0000	0.9867	-1.4630	11.4854	3.5175	6.7518	4.3230
HG02049	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5135	-45.0311	0.6538	7.9520	-2.0304
NA19324	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	58.9816	-16.3502	0.0359	2.2584	2.0963
HG00357	EUR	EUR	0.0000	0.0000	0.0224	0.0000	0.9776	-1.9618	9.9159	4.5454	7.8701	4.3660
HG02759	AFR	AFR	0.0000	0.9980	0.0020	0.0000	0.0000	61.4423	-16.5523	0.6410	-0.3077	2.9331
NA18877	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	63.5216	-18.4376	0.3829	2.3879	4.8147
HG00253	EUR	EUR	0.0000	0.0000	0.0623	0.0000	0.9377	-0.2448	12.7510	4.9592	9.5884	8.1622
HG03848	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5952	-8.2527	-20.7803	-4.4032	2.2656
HG01384	AMR	AMR	0.0000	0.0007	0.9993	0.0000	0.0001	2.0891	1.1737	10.5438	-1.6094	1.2419
HG01947	AMR	AMR	0.0000	0.0054	0.9946	0.0000	0.0000	-3.2895	-12.0101	15.5644	-19.8218	0.0057
NA21143	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4609	-6.0049	-20.0275	-4.4644	7.6204
HG00683	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.5850	-44.0440	0.9501	7.7172	-1.3560
NA20896	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.3158	-4.9034	-18.6329	-5.4696	6.9638
NA19131	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.1227	-17.9234	0.9297	1.8310	2.3007
HG03577	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.2774	-16.8790	-0.8449	1.5658	2.9018
HG01817	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-6.1666	-45.2001	0.5776	9.1195	-6.9972
NA11831	EUR	EUR	0.0000	0.0000	0.0099	0.0000	0.9901	0.4472	12.1530	5.2563	10.2065	3.9648
HG03565	AFR	AFR	0.0000	0.9987	0.0013	0.0000	0.0000	62.5903	-16.9578	-1.2301	0.6875	0.2735
HG04118	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3041	-6.3422	-22.3686	-3.2198	1.4994
HG01372	AMR	AMR	0.0000	0.0018	0.9982	0.0000	0.0000	0.3631	-0.7072	13.4792	-6.8426	1.5396
NA12829	EUR	EUR	0.0000	0.0000	0.0983	0.0000	0.9017	2.1142	13.0911	3.9345	9.0775	1.1469
HG01345	AMR	AMR	0.0000	0.0032	0.9968	0.0000	0.0000	2.4220	1.9061	7.8953	-1.3316	-1.4643
HG01049	AMR	AMR	0.0000	0.0719	0.9281	0.0000	0.0000	16.3923	-0.2520	7.5773	1.5607	-0.6061
HG02373	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5105	-45.1676	1.6860	10.2644	-5.2424
HG03163	AFR	AFR	0.0000	0.9988	0.0012	0.0000	0.0000	63.8498	-17.9587	-0.3759	2.3623	5.0335
HG02678	AFR	AFR	0.0000	0.9976	0.0024	0.0000	0.0000	60.3096	-17.1436	-0.7397	2.8423	-1.3736
NA20876	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6857	-5.2940	-18.2880	-5.3249	4.6693
NA18917	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	63.8167	-17.3543	-1.2427	3.5631	2.8028
HG03844	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6708	-7.6273	-18.5649	-4.8078	0.7416
NA21122	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7448	-5.5772	-18.6368	-3.6860	0.2427
HG02696	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8719	-4.1965	-15.2563	-3.6003	4.1286
NA20854	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0716	-3.5615	-14.4431	-1.9818	4.5353
HG03130	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	62.0070	-18.9041	0.1191	1.9460	4.1699
NA20901	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0096	-5.0647	-15.4449	-6.0041	5.0465
NA18645	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0447	-46.0660	2.7770	6.4297	4.5291
HG03838	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5228	-9.3113	-19.5932	-5.9298	4.3569
NA12283	EUR	EUR	0.0000	0.0000	0.0211	0.0000	0.9789	0.8495	11.9031	4.7295	8.1989	3.3426
HG02360	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.0163	-43.3584	-1.3568	8.1869	-5.4605
NA20544	EUR	EUR	0.0000	0.0000	0.3205	0.0000	0.6795	1.2097	12.2309	3.7725	10.2573	-0.2976
HG01777	EUR	EUR	0.0000	0.0000	0.0020	0.0000	0.9980	-0.1550	12.9214	5.4049	9.9863	2.6518
HG04198	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7741	-6.6622	-20.3046	-5.6493	-0.2429
NA19338	AFR	AFR	0.0000	0.9968	0.0032	0.0000	0.0000	58.4193	-16.5791	0.4137	3.2646	2.1516
HG01083	AMR	AMR	0.0000	0.0025	0.9936	0.0000	0.0039	7.6682	3.8669	7.7247	0.6542	2.7421
HG00625	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6857	-45.4557	0.5420	8.7928	-0.3299
HG02410	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7348	-44.5071	1.7752	7.6599	-6.0284
NA21144	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3497	-5.5778	-19.8575	-2.5503	0.4574
NA20521	EUR	EUR	0.0000	0.0000	0.0359	0.0114	0.9527	1.4391	11.9856	2.0209	7.4206	1.5117
HG02073	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8821	-44.0926	-0.1801	7.2719	-4.4983
HG04061	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2850	-10.5086	-22.9658	-6.4488	3.5934
HG00707	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.6095	-45.2595	1.8870	8.4563	-1.6592
HG02688	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4868	-8.3201	-19.6925	-3.8051	2.9617
HG04023	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5880	-8.6673	-22.4075	-5.4925	1.8407
HG00310	AMR	EUR	0.0000	0.0000	0.6395	0.0000	0.3605	-1.2449	10.7105	6.9590	8.6362	6.2164
HG01912	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	55.7635	-13.7967	0.6949	1.7739	3.3813
NA19378	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	60.6598	-16.8441	0.0985	2.4777	3.6925
HG00131	EUR	EUR	0.0000	0.0000	0.0648	0.0000	0.9352	0.6403	12.2609	4.9132	10.6433	2.8573
NA19755	AMR	AMR	0.0000	0.0015	0.9985	0.0000	0.0000	-1.1056	-16.3363	16.4268	-22.5829	1.1711
NA19759	AMR	AMR	0.0000	0.0004	0.9996	0.0000	0.0000	-3.4647	-18.6044	16.9009	-25.1719	6.5199
HG01432	AMR	AMR	0.0010	0.0088	0.9875	0.0007	0.0020	2.1677	1.7786	8.8122	0.1032	-2.3204
HG00189	EUR	EUR	0.0000	0.0000	0.0034	0.0000	0.9966	-2.7030	7.0322	7.4628	9.8025	6.2938
HG00650	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.0847	-44.2367	2.7154	7.0533	-5.8197
NA20294	AFR	AFR	0.0000	0.9808	0.0192	0.0000	0.0000	51.4346	-14.1000	0.0728	1.7351	3.7036
