#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
BS_949NSSEH	EUR		0.0000	0.0000	0.0498	0.0000	0.9502	0.6271	10.0739	4.2827	9.4525	3.6263
BS_95P46VE0	EUR		0.0000	0.0000	0.0366	0.0000	0.9634	-1.7717	11.4176	5.3462	7.5072	-0.1391
BS_95W988HQ	EUR		0.0000	0.0000	0.2574	0.0001	0.7425	3.4859	6.4095	4.9930	3.1583	0.9538
BS_96TGJVMN	EUR		0.0000	0.0000	0.0585	0.0000	0.9415	-0.8868	10.7754	3.8782	7.5244	1.3827
BS_96TV932S	AMR		0.0000	0.0235	0.9740	0.0001	0.0025	15.2041	3.0099	4.2613	4.5831	2.8493
BS_9704T3DW	AMR		0.0000	0.2081	0.7830	0.0031	0.0058	15.8324	-0.1200	-3.2998	3.2223	1.1099
BS_97241EMC	EUR		0.0000	0.0000	0.0571	0.0000	0.9429	2.7585	12.6965	3.8194	6.0952	2.6650
BS_98RN7Y9D	AMR		0.0000	0.0112	0.9888	0.0000	0.0000	6.7250	-4.9364	10.7441	-5.0490	2.1152
BS_9978Q2W5	EUR		0.0000	0.0000	0.0424	0.0000	0.9576	-0.1238	12.1121	3.0028	7.9497	0.2644
BS_99HARYGS	EUR		0.0000	0.0000	0.0634	0.0000	0.9366	-1.1746	9.5980	3.5396	8.0312	3.4509
BS_99MW9ECE	AMR		0.0000	0.0378	0.9622	0.0000	0.0000	9.2689	-8.9620	9.2935	-9.8835	0.8199
BS_9A5CF1QE	AFR		0.0000	0.9979	0.0021	0.0000	0.0000	51.7780	-12.1010	1.6586	0.9962	3.2819
BS_9BBWSCD6	EUR		0.0000	0.0000	0.0548	0.0000	0.9452	1.1237	11.5869	3.6911	8.4231	3.0697
BS_9DKCQN5E	EUR		0.0000	0.0000	0.0464	0.0000	0.9536	1.0029	12.2011	2.7097	8.8266	1.7760
BS_9E41M9S0	AFR		0.0000	0.9928	0.0072	0.0000	0.0000	46.1221	-9.7474	0.7010	1.6917	2.7298
BS_9F8D3A05	EUR		0.0000	0.0000	0.0530	0.0000	0.9470	2.0241	11.6759	5.2559	8.4072	2.7780
BS_9G82HJFA	AMR		0.0045	0.0004	0.5609	0.0007	0.4336	-1.5132	-0.2956	2.1078	5.9233	1.3417
BS_9GHGSRGG	AFR		0.0000	0.9975	0.0025	0.0000	0.0000	49.6854	-14.2246	-0.0569	1.5884	1.9504
BS_9GT5XCF3	EUR		0.0000	0.0000	0.0937	0.0000	0.9062	3.4570	8.4502	-0.7061	4.7447	1.8737
BS_9H6Z0MEG	EUR		0.0000	0.0000	0.0459	0.0000	0.9541	-0.1345	10.6165	5.8780	8.7118	1.1310
BS_9HVNGAB8	EAS		1.0000	0.0000	0.0000	0.0000	0.0000	-5.7122	-43.2681	4.9465	7.8767	2.3226
BS_9HYDMBBW	EUR		0.0000	0.0000	0.0378	0.0000	0.9622	-0.5550	12.2320	4.3846	8.9411	2.5740
BS_9NRNDZD0	AMR		0.0000	0.2635	0.7364	0.0000	0.0001	20.5484	-0.2354	2.7920	5.3187	1.1406
BS_9R1ENMBP	AMR		0.0000	0.0010	0.9990	0.0000	0.0000	-6.6326	-23.1446	17.8818	-31.8462	2.2087
BS_9S3N3Y5W	AFR		0.0000	0.6613	0.3387	0.0000	0.0000	27.2673	-2.5525	0.7035	3.6362	1.5742
BS_9TKZ0YP0	AMR		0.0000	0.0001	0.6958	0.0002	0.3040	5.9321	5.8196	5.8829	0.9765	1.6563
BS_9TSKXKGH	EUR		0.0000	0.0000	0.0442	0.0000	0.9558	1.0843	10.7926	5.0487	9.2656	0.2468
BS_9XHV04WE	EUR		0.0000	0.0000	0.0824	0.0000	0.9176	1.4432	10.5989	4.0356	6.7244	2.0138
BS_9XMMXFXW	EUR		0.0000	0.0000	0.0550	0.0000	0.9450	2.3041	10.8045	2.6800	9.2166	-0.0839
BS_9YHX7QFW	EUR		0.0000	0.0000	0.0308	0.0000	0.9692	1.8625	13.6441	6.3932	8.1324	1.4962
BS_9ZM2J7V4	EUR		0.0000	0.0000	0.0438	0.0000	0.9562	-0.6812	12.7800	5.1942	7.2465	3.1840
BS_A1A5ZH77	EUR		0.0000	0.0000	0.0880	0.0000	0.9120	3.6421	9.4712	2.9338	8.3807	1.4532
BS_A3Y7KGVY	AMR		0.0000	0.0934	0.9066	0.0000	0.0000	20.3057	-1.7165	5.7019	-0.4030	0.3192
BS_A4JP70KJ	AMR		0.0000	0.0032	0.9968	0.0000	0.0000	-3.5553	-5.9804	12.0965	-12.3707	2.3533
BS_A75SK7WA	AMR		0.0000	0.0067	0.9933	0.0000	0.0000	0.9509	-8.7052	13.8743	-13.1562	1.4742
BS_AA6DZJ9Z	EUR		0.0000	0.0000	0.0545	0.0000	0.9455	1.2441	11.5502	5.9218	7.8008	2.2836
BS_AB2C1EF9	EUR		0.0000	0.0000	0.2359	0.0000	0.7641	0.9943	6.7784	6.3358	4.4175	1.5847
BS_ABDWNW1A	AMR		0.0000	0.0014	0.9986	0.0000	0.0000	-5.0817	-25.1058	19.8331	-33.8204	1.5664
BS_ACZNJGV3	EUR		0.0000	0.0000	0.0554	0.0000	0.9446	1.1887	10.1477	5.2519	8.6842	0.6569
BS_AEJZG4A3	EUR		0.0000	0.0000	0.0659	0.0000	0.9341	0.8632	10.5084	3.1705	8.2887	3.0989
BS_AF68VM9V	AMR		0.0000	0.0035	0.9963	0.0000	0.0001	-0.7424	-2.5050	8.4323	-7.4589	0.7380
BS_AF6A572P	EUR		0.0000	0.0000	0.0444	0.0000	0.9556	1.4221	11.8008	6.0256	8.6549	1.6620
BS_AGNSAKZG	EUR		0.0000	0.0000	0.0559	0.0000	0.9441	5.7967	10.0539	5.5660	10.0303	0.7641
BS_AJZ5H79X	EUR		0.0000	0.0000	0.0518	0.0000	0.9482	2.0929	11.5075	3.6492	8.5273	0.4644
BS_APFT88Y3	EUR		0.0000	0.0000	0.0551	0.0000	0.9449	3.0062	12.3836	5.1076	7.4853	2.8306
BS_ARSZZ15F	EUR		0.0000	0.0000	0.0771	0.0000	0.9228	4.4554	11.0235	3.4259	8.3057	2.7680
BS_ARW4NM3Z	EUR		0.0000	0.0000	0.0394	0.0000	0.9606	0.5748	12.4742	5.8777	8.5014	2.2706
BS_AS05QBHE	EAS		1.0000	0.0000	0.0000	0.0000	0.0000	-6.0475	-39.7232	-0.5173	6.0388	-0.7745
BS_AS4CJ75A	EUR		0.0000	0.0000	0.0601	0.0000	0.9399	-0.5932	10.1826	4.5684	7.9727	1.1940
BS_ASJMZMN6	AFR		0.0000	0.9653	0.0347	0.0000	0.0000	38.7009	-8.8130	1.7644	1.7081	1.9075
BS_ATYBFKWJ	EUR		0.0000	0.0000	0.0452	0.0000	0.9548	-1.6621	10.2505	5.6117	8.4725	2.2628
BS_AWRNMZAY	EUR		0.0000	0.0000	0.0620	0.0000	0.9380	1.0229	11.2804	4.3353	7.6841	2.1466
BS_AXJ00JPW	EUR		0.0000	0.0000	0.0665	0.0000	0.9335	0.0775	11.1494	4.4013	6.8111	2.0613
BS_AYFJ1B57	EUR		0.0000	0.0000	0.0275	0.0000	0.9725	-0.6188	13.2184	5.7285	9.0441	1.3525
BS_AZ4ATNVV	EUR		0.0000	0.0000	0.0474	0.0000	0.9526	1.8917	12.6591	4.5893	7.1441	1.5181
BS_AZG06JFG	EUR		0.0000	0.0000	0.0875	0.0000	0.9125	2.0026	10.1577	3.9353	6.5803	0.7698
BS_B0M7XY0G	EUR		0.0000	0.0000	0.0406	0.0000	0.9594	-0.9713	10.9090	4.6735	9.2053	2.6691
BS_B2AFNXS1	AMR		0.0001	0.0134	0.9863	0.0001	0.0002	9.7384	-2.5020	7.8936	-0.9322	2.0287
BS_B3WREYSV	EUR		0.0000	0.0000	0.0417	0.0000	0.9583	0.6197	12.4956	4.6633	7.4770	0.6734
BS_B6H61NPY	EUR		0.0000	0.0000	0.0488	0.0000	0.9512	1.6605	11.9794	4.3192	8.2544	1.4851
BS_B77EHCCP	EUR		0.0000	0.0000	0.0417	0.0000	0.9583	0.5766	12.5205	3.8893	8.8012	2.4110
BS_B77MC92H	AFR		0.0000	0.9989	0.0011	0.0000	0.0000	54.1170	-14.9811	1.0635	1.7522	2.6295
BS_B7SMC7HM	EUR		0.0000	0.0000	0.0560	0.0000	0.9440	-1.1783	10.7467	5.2322	7.6619	2.4938
BS_B900YTMN	AMR		0.0000	0.0048	0.9952	0.0000	0.0000	0.0790	-6.2690	12.8764	-9.7644	0.5526
BS_BE3DW3RB	EUR		0.0000	0.0000	0.0449	0.0000	0.9551	1.6363	12.1481	4.7019	8.4799	1.4773
BS_BFK70293	EUR		0.0000	0.0000	0.0585	0.0000	0.9415	0.3426	11.7157	2.8435	7.7007	2.2469
BS_BG996C4D	EUR		0.0000	0.0000	0.0630	0.0000	0.9370	0.9264	9.5270	2.6406	9.0472	1.2438
BS_BGW6PHHK	EUR		0.0000	0.0000	0.0485	0.0000	0.9515	2.1935	11.2152	5.2888	9.0095	1.6239
BS_BJSASJC0	AMR		0.0000	0.0042	0.9958	0.0000	0.0000	-0.1788	-5.2680	11.3449	-9.9895	1.2019
BS_BKCPNFZ5	EAS		1.0000	0.0000	0.0000	0.0000	0.0000	-6.2841	-36.6507	-1.0461	6.7096	-1.3088
BS_BMYBS3EX	EUR		0.0000	0.0000	0.0386	0.0000	0.9614	1.5725	13.1917	4.1251	8.4718	2.3983
BS_BPDT230W	AFR		0.0000	0.9873	0.0127	0.0000	0.0000	44.5568	-9.4520	1.3817	3.8970	1.1393
BS_BT4WRQCA	EUR		0.0000	0.0000	0.0505	0.0000	0.9495	1.4172	11.1323	4.2015	8.8931	1.5247
BS_BVRH3WGW	EUR		0.0000	0.0000	0.0938	0.0000	0.9062	3.4336	10.1023	4.5789	6.9936	1.6845
BS_BXTHPE56	EUR		0.0000	0.0000	0.0932	0.0000	0.9068	2.0179	9.5255	1.1060	6.7904	3.1832
BS_BYA3D12Q	EUR		0.0000	0.0000	0.0703	0.0000	0.9297	2.8301	11.3429	4.1675	7.7517	2.8533
BS_BZ7FK347	EUR		0.0000	0.0000	0.0400	0.0000	0.9600	0.8061	12.9970	2.6071	8.5040	1.8310
BS_C1X2TNTC	EAS		1.0000	0.0000	0.0000	0.0000	0.0000	-7.4924	-32.1761	2.6823	6.8776	0.1011
BS_C2AV5D4A	EUR		0.0000	0.0000	0.3651	0.0000	0.6349	2.7386	6.5750	7.1949	2.2533	1.3917
BS_C4BTBM7G	AFR		0.0000	0.9985	0.0015	0.0000	0.0000	53.8983	-13.7850	1.9899	0.2964	1.0938
BS_C524TC33	EAS		1.0000	0.0000	0.0000	0.0000	0.0000	-7.7369	-41.2378	2.5673	5.8294	5.8156
BS_C75Y7S77	EUR		0.0000	0.0000	0.0453	0.0000	0.9547	2.6409	12.4036	1.8168	8.1903	-0.5933
BS_C7M1W9D1	EUR		0.0000	0.0000	0.0458	0.0000	0.9542	3.2211	11.9265	3.3419	9.2462	0.2391
BS_C8EYP5BV	AMR		0.0012	0.0067	0.7224	0.0252	0.2446	4.2209	1.4172	-0.5225	1.7256	1.5224
BS_C8FMN2ZR	EUR		0.0000	0.0000	0.0446	0.0000	0.9554	1.4746	12.1661	3.8449	8.5896	1.1623
BS_C9A3X8GK	EUR		0.0000	0.0000	0.0553	0.0000	0.9447	2.1061	12.3132	3.6636	6.6249	0.9488
BS_CBVA073E	EUR		0.0000	0.0000	0.0576	0.0000	0.9424	1.1969	10.7846	4.2910	8.4884	2.1323
BS_CCZZ0NQF	EUR		0.0000	0.0000	0.0664	0.0000	0.9336	1.8736	10.8270	4.0029	7.7204	0.8919
BS_CEPD6BKP	EUR		0.0000	0.0000	0.0411	0.0000	0.9589	-0.1463	11.3799	4.3542	9.2066	2.6552
BS_CEZVJC67	AMR		0.0001	0.0286	0.9676	0.0004	0.0034	12.8076	2.1186	4.5086	1.9419	1.8460
BS_CFYBAG3K	EUR		0.0000	0.0000	0.0275	0.0000	0.9725	0.3325	12.9459	4.4704	9.5207	-0.2953
BS_CJFTT8ZC	EUR		0.0000	0.0000	0.0457	0.0000	0.9543	2.7041	11.2259	4.7737	9.5922	2.5350
BS_CKWQKB3A	EUR		0.0000	0.0000	0.0664	0.0000	0.9336	1.0959	11.3038	3.7674	7.2965	2.1669
BS_CMDFBW42	EUR		0.0000	0.0000	0.0771	0.0000	0.9229	2.4114	9.9589	3.0799	8.2869	1.5380
BS_CN4VY1RE	EUR		0.0000	0.0000	0.0583	0.0000	0.9417	0.9415	11.2379	2.3617	8.5714	2.6135
BS_CNHA65ED	EUR		0.0000	0.0000	0.0940	0.0000	0.9060	2.7925	10.0436	2.4772	7.6591	2.1779
BS_CTEM6SYF	EUR		0.0000	0.0000	0.0496	0.0000	0.9504	1.3213	9.9158	3.0007	10.0213	3.0981
BS_CTQ82WX9	EUR		0.0000	0.0000	0.0503	0.0000	0.9497	2.1209	12.5909	2.1353	8.2423	2.8154
BS_CVBGRGCP	AMR		0.0000	0.0016	0.9984	0.0000	0.0000	0.1985	-1.2895	11.4494	-7.6819	3.7633
BS_CW6NWAWQ	AFR		0.0000	0.9980	0.0020	0.0000	0.0000	51.1744	-13.4504	-0.2260	3.1298	2.3594
BS_CWMK1Y3Y	EUR		0.0000	0.0000	0.0940	0.0000	0.9060	1.3422	10.7029	3.4611	6.3245	3.3376
BS_CX6SQF8T	EUR		0.0000	0.0000	0.0551	0.0000	0.9449	0.5978	12.0303	3.9031	7.1197	2.0132
BS_CYKA9DP6	EUR		0.0000	0.0000	0.0606	0.0000	0.9394	2.1504	11.7645	3.7229	7.2554	1.5036
BS_CYM7BP13	EUR		0.0000	0.0000	0.0504	0.0000	0.9496	2.4359	11.1588	2.3589	9.5900	1.1701
BS_CZGNQ9KQ	EUR		0.0000	0.0000	0.1602	0.0001	0.8397	7.2049	8.0752	-0.1576	5.8668	1.1797
BS_D3VQDD5A	EUR		0.0000	0.0000	0.0699	0.0000	0.9301	0.1345	9.9887	5.4558	7.4871	1.7234
BS_D48QXYW6	EUR		0.0000	0.0000	0.0528	0.0000	0.9472	0.9244	10.9242	3.7620	8.7824	1.6548
BS_D4K3JN7S	AFR		0.0000	0.9973	0.0027	0.0000	0.0000	50.5430	-13.1349	1.3533	2.5536	2.0800
BS_D4X1QMG0	EUR		0.0000	0.0000	0.0348	0.0000	0.9652	-1.5945	12.6990	4.8741	7.6658	2.9955
BS_D4YJXS6R	EUR		0.0000	0.0000	0.0643	0.0000	0.9357	1.1018	10.5628	2.6433	8.4376	1.5300
BS_D64Q07W9	EUR		0.0000	0.0000	0.0182	0.0281	0.9536	1.6047	7.2278	-4.0483	5.7159	2.2342
BS_D70Z2E3A	SAS		0.0000	0.0000	0.0000	1.0000	0.0000	2.9446	-4.9824	-15.8233	-3.5586	3.5736
BS_D7AKEXHJ	EUR		0.0000	0.0000	0.0332	0.0000	0.9668	-0.4677	13.0593	4.9154	7.9358	0.9844
BS_D9FXAR11	EUR		0.0000	0.0000	0.0471	0.0000	0.9529	0.5254	12.0699	4.5201	8.2602	2.2055
BS_DC5JYYPA	AMR		0.0000	0.0054	0.9946	0.0000	0.0000	-0.6566	-4.9939	10.2556	-8.1953	2.1951
BS_DCEAZ94R	EUR		0.0000	0.0000	0.0791	0.0000	0.9209	1.2585	10.6802	4.4947	7.2752	4.0581
BS_DDH5HKJK	AMR		0.0000	0.0071	0.9928	0.0000	0.0000	4.4214	-4.7324	11.4989	-6.0537	0.8065
BS_DF6YZT8Y	EUR		0.0000	0.0000	0.0605	0.0000	0.9395	-0.3108	10.2688	6.1625	7.6944	2.2557
BS_DF9MHMCK	EUR		0.0000	0.0000	0.0296	0.0000	0.9704	-0.4477	11.4038	6.3699	10.0315	2.9174
BS_DH8Z9WDK	EUR		0.0000	0.0000	0.0700	0.0000	0.9300	2.3956	9.8912	4.0743	8.5851	2.4808
BS_DHHCTYYW	AMR		0.0000	0.0090	0.9910	0.0000	0.0000	2.2632	-6.5290	10.5984	-9.5079	0.5281
BS_DHRJC5NK	EUR		0.0000	0.0000	0.0390	0.0000	0.9610	1.8345	11.4606	5.6041	9.5837	1.1036
BS_DJ7XB1DM	EUR		0.0000	0.0000	0.0665	0.0000	0.9335	1.2428	10.1674	4.6862	8.1771	2.6536
BS_DKKJWR3M	EUR		0.0000	0.0000	0.0724	0.0000	0.9276	-0.5719	10.3832	3.5577	7.4613	3.5679
BS_DKTB5YDM	EUR		0.0000	0.0000	0.0833	0.0000	0.9167	1.7538	8.8840	2.3548	8.4309	0.1898
BS_DMD12ZRF	EUR		0.0000	0.0000	0.0466	0.0000	0.9534	2.0190	11.7890	4.8420	9.0002	2.9802
BS_DMP1BV1H	EUR		0.0000	0.0000	0.0894	0.0000	0.9106	1.4179	10.2759	3.0677	7.2983	3.4934
BS_DNRQ0EN0	AMR		0.0000	0.0029	0.9970	0.0000	0.0001	-0.5226	-2.5726	11.0125	-6.5936	0.7286
BS_DP925FZV	EUR		0.0000	0.0000	0.0545	0.0000	0.9455	0.4626	11.7793	5.7690	7.2377	2.5865
BS_DQZV6K2W	AMR		0.0067	0.0099	0.9819	0.0003	0.0013	-1.7347	-7.9578	6.4961	-2.0105	1.7656
BS_DRNNKZYE	EUR		0.0000	0.0000	0.2451	0.0000	0.7549	5.5619	6.1754	4.1124	5.7916	3.4812
BS_DSPH005J	EUR		0.0000	0.0000	0.0533	0.0000	0.9467	0.2906	11.3727	4.7144	7.9369	1.4851
BS_DTYN7DX6	EUR		0.0000	0.0000	0.0361	0.0000	0.9639	1.1993	13.9341	4.1163	7.5910	2.7302
BS_DW6P4EXB	SAS		0.0000	0.0000	0.0000	1.0000	0.0000	2.6081	-8.0277	-18.5493	-6.1727	1.4986
BS_E0H9DHVX	AMR		0.0000	0.0168	0.9832	0.0000	0.0000	7.5282	-6.1761	8.8686	-8.5741	1.7505
BS_E14Q930J	AMR		0.0024	0.0152	0.9822	0.0000	0.0001	1.1810	-11.4095	7.3258	-1.8207	3.1151
BS_E1EPMTD5	EUR		0.0000	0.0000	0.0450	0.0000	0.9550	1.9795	12.0560	3.6689	8.9778	1.0652
BS_E1SWA20C	AMR		0.0000	0.0009	0.7231	0.0002	0.2758	11.9285	6.5349	0.5958	6.4396	1.2097
BS_E45WEXMB	EUR		0.0000	0.0000	0.0381	0.0000	0.9619	1.8498	13.2600	3.2412	7.4485	0.0115
BS_E4SBS246	EUR		0.0000	0.0000	0.0673	0.0000	0.9327	1.9872	10.5977	5.1661	7.9997	2.7550
BS_E5RKHG41	EUR		0.0000	0.0000	0.0459	0.0000	0.9541	0.9289	11.3185	4.8762	8.9036	1.6762
BS_E6AVH26R	EUR		0.0000	0.0000	0.0279	0.0000	0.9721	1.2269	13.5709	3.8811	10.0174	1.6836
BS_E758QJDD	EUR		0.0000	0.0000	0.0447	0.0000	0.9553	0.0135	11.4230	6.1741	8.4083	2.0089
BS_E7JTAP8Y	EUR		0.0000	0.0000	0.0674	0.0000	0.9326	1.5987	11.1467	4.3117	7.8475	3.9391
BS_E951SZ7T	AMR		0.0000	0.1000	0.8994	0.0001	0.0005	17.5238	1.1002	3.7279	0.5602	0.7661
BS_EBBQ7GD2	EUR		0.0000	0.0000	0.0587	0.0000	0.9413	2.6865	10.0759	3.2451	9.4830	1.9372
BS_ECMB9SWH	AFR		0.0000	0.9903	0.0097	0.0000	0.0000	44.4906	-10.6161	1.8779	3.1269	3.3355
BS_EE7684YB	EUR		0.0000	0.0000	0.0518	0.0000	0.9482	2.5175	11.5528	4.1263	8.9946	2.8838
BS_EFTRE3J4	EUR		0.0000	0.0000	0.0664	0.0000	0.9336	1.7487	10.0881	3.0821	8.6040	0.6818
BS_EH43PB49	AFR		0.0000	0.9988	0.0012	0.0000	0.0000	53.7574	-14.7404	1.0654	2.7780	2.7969
BS_EK6AB5ZC	EUR		0.0000	0.0000	0.0449	0.0000	0.9551	0.2165	12.0961	4.9989	8.4334	3.3793
BS_EM6VE8JM	EUR		0.0000	0.0000	0.0357	0.0000	0.9643	0.6317	12.5803	4.9726	9.2435	3.1721
BS_EM975DQ6	EUR		0.0000	0.0000	0.0608	0.0000	0.9392	0.9358	10.6692	3.4063	8.4147	1.7716
BS_EPCD7XFA	EUR		0.0000	0.0000	0.0378	0.0000	0.9622	0.4028	11.2026	4.9291	9.5259	0.3715
BS_EQCAS6HV	AMR		0.0000	0.2144	0.7856	0.0000	0.0000	23.0581	-6.0249	6.4167	0.3141	2.2807
BS_EQG6D837	AMR		0.0001	0.0108	0.9890	0.0000	0.0001	-0.4459	-9.5168	10.7973	-2.9531	2.8634
BS_ER05WTNS	AFR		0.0000	0.9089	0.0911	0.0000	0.0000	33.5126	-7.2334	0.8872	4.6863	2.7071
BS_ER2MEZMV	EUR		0.0000	0.0000	0.0975	0.0000	0.9025	3.2484	7.3107	4.9986	8.6716	2.9818
BS_ESFA9S69	EUR		0.0000	0.0000	0.0542	0.0000	0.9458	1.0886	11.3922	4.9188	8.0493	1.5236
BS_ET04R6F9	EUR		0.0000	0.0000	0.0652	0.0000	0.9348	2.8098	11.8070	2.2346	7.7997	2.4278
BS_ETAATG3J	EUR		0.0000	0.0000	0.0622	0.0000	0.9378	2.2939	10.2130	4.4399	8.6020	-0.3218
BS_EVE9103J	EUR		0.0000	0.0000	0.0611	0.0000	0.9389	0.9068	11.0487	5.3235	7.3559	1.4266
BS_EVZW31ZP	EUR		0.0000	0.0000	0.0737	0.0000	0.9263	1.7407	11.0274	2.0291	7.3372	1.2029
BS_EW74HRQW	EUR		0.0000	0.0000	0.0799	0.0000	0.9201	-1.0950	8.5751	5.9276	7.2427	1.9927
BS_EXKVBK51	EUR		0.0000	0.0000	0.0624	0.0000	0.9376	0.7240	10.6052	6.0148	7.7967	3.3904
BS_EYXVNC69	EUR		0.0000	0.0000	0.0423	0.0000	0.9577	-0.7100	10.9747	5.3410	8.8998	2.4663
BS_F0K8DMTS	EUR		0.0000	0.0000	0.0435	0.0000	0.9565	1.4654	13.2417	4.6026	6.4634	2.5579
BS_F0WR427W	SAS		0.0000	0.0000	0.0002	0.9979	0.0019	-0.2399	1.4610	-5.0865	2.4500	1.1767
BS_F2D6YE08	AFR		0.0000	0.9983	0.0017	0.0000	0.0000	52.5270	-14.2974	1.5634	1.9284	2.3064
BS_F3K6K7R6	EUR		0.0000	0.0000	0.1135	0.0000	0.8865	3.8832	8.4257	6.3535	7.0831	0.9604
BS_F42WG7E7	EUR		0.0000	0.0000	0.0458	0.0000	0.9542	-0.3138	11.3006	3.3848	8.9820	2.9082
BS_F46C86A9	EUR		0.0000	0.0000	0.0318	0.0000	0.9682	1.2638	11.8609	2.7781	10.7235	1.7432
BS_F48CQZ0E	EUR		0.0000	0.0000	0.0418	0.0000	0.9582	0.6109	11.9875	4.8516	8.9580	3.3939
BS_F4V6RWJ9	EUR		0.0000	0.0000	0.1021	0.0001	0.8977	4.5845	6.8061	-0.9830	5.8816	2.3982
BS_F5EX3ZY5	EUR		0.0000	0.0000	0.0435	0.0000	0.9565	1.6524	12.5925	4.4336	7.7454	1.1141
BS_F69GWP99	EUR		0.0000	0.0000	0.0652	0.0000	0.9348	0.3069	10.8333	5.2024	7.5222	3.2226
BS_F8WRX1VY	EUR		0.0000	0.0000	0.0399	0.0000	0.9601	2.4134	11.6419	5.4902	9.5878	1.2566
BS_F8Y7NRK8	EUR		0.0000	0.0000	0.0645	0.0000	0.9355	0.5825	10.5381	2.0661	8.4467	1.9140
BS_FATPVK66	EUR		0.0000	0.0000	0.0482	0.0000	0.9518	0.1698	12.0464	4.5491	7.6413	1.7597
BS_FBZQ4DXA	AFR		0.0000	0.6055	0.3945	0.0000	0.0000	27.0334	-1.2600	3.1211	5.6259	3.6672
BS_FCPCSXCG	EUR		0.0000	0.0000	0.0450	0.0000	0.9550	-0.2201	11.2897	4.0865	8.8552	1.9074
BS_FD2A9E05	EUR		0.0000	0.0000	0.0333	0.0000	0.9667	0.6331	12.1512	4.3919	9.7228	0.4788
BS_FEYZXWG7	EUR		0.0000	0.0000	0.2557	0.0000	0.7443	1.1422	6.7403	5.4790	3.3047	3.2207
BS_FF2TWA2W	AMR		0.0000	0.0075	0.9925	0.0000	0.0000	1.5299	-9.7623	12.3587	-15.9405	0.2142
BS_FFGQ61KQ	AFR		0.0000	0.9196	0.0804	0.0000	0.0000	35.1681	-8.1477	1.8612	1.0278	-0.3314
BS_FGY7TGJF	AMR		0.0000	0.0154	0.9845	0.0000	0.0000	-0.3999	-10.3098	8.8991	-7.2625	0.8885
BS_FHDR7FJE	EUR		0.0000	0.0000	0.1105	0.0000	0.8895	3.3958	9.7736	2.2137	6.6959	1.0326
BS_FJ9W9C74	EUR		0.0000	0.0000	0.0347	0.0000	0.9653	0.0160	11.6155	3.3333	9.9343	0.7670
BS_FNQMY128	AFR		0.0000	0.9997	0.0003	0.0000	0.0000	61.0511	-16.9604	0.3685	0.7799	1.2204
BS_FPB0JGKX	AMR		0.0000	0.0050	0.9950	0.0000	0.0000	1.7681	-6.7504	12.6727	-12.2177	2.7094
BS_FQ58DAZV	EUR		0.0000	0.0000	0.0432	0.0000	0.9568	0.1848	12.9102	5.7824	7.7689	4.1821
BS_FQ7H95MY	EUR		0.0000	0.0000	0.1063	0.0000	0.8937	0.3453	8.3371	5.4268	6.6743	2.3204
BS_FRY5QDDQ	EUR		0.0000	0.0000	0.0584	0.0000	0.9416	-0.8055	10.5326	3.5878	8.1654	3.7289
BS_FSK1AK5N	EUR		0.0000	0.0000	0.0682	0.0000	0.9318	0.2782	10.4849	2.6570	8.0047	1.8578
BS_FT5H2TGH	EUR		0.0000	0.0000	0.0683	0.0000	0.9317	1.5044	11.2474	2.8484	7.6051	1.9632
BS_FTRXA2R5	EUR		0.0000	0.0000	0.0623	0.0000	0.9377	3.3953	9.3079	0.6562	8.5123	0.4559
BS_FVGXRPNG	EUR		0.0000	0.0000	0.1160	0.0000	0.8840	2.5882	9.7226	3.1663	6.7610	3.3960
BS_FW28DA07	EUR		0.0000	0.0000	0.0373	0.0000	0.9627	0.2843	12.1569	6.6459	8.6011	1.3782
BS_G113MX63	AFR		0.0000	0.9985	0.0015	0.0000	0.0000	51.3706	-15.4824	-0.5667	2.4977	2.4262
BS_G473TPVG	AMR		0.0000	0.0016	0.9984	0.0000	0.0000	-5.2576	-16.1586	16.8427	-23.5567	2.9064
BS_G4NEC9N5	EUR		0.0000	0.0000	0.0748	0.0000	0.9252	2.6049	12.1402	2.8025	6.7238	3.9423
BS_G5B1ZN5S	EUR		0.0000	0.0000	0.0378	0.0000	0.9622	1.1622	12.1298	6.9767	8.5346	0.9564
BS_G64B5MDA	EUR		0.0000	0.0000	0.0880	0.0000	0.9120	1.7332	9.6651	4.1960	7.5096	2.9189
BS_GABF65KC	EUR		0.0000	0.0000	0.0650	0.0000	0.9350	1.0564	10.6593	5.5936	7.3132	1.0391
BS_GAFJBRM5	EUR		0.0000	0.0000	0.0363	0.0000	0.9637	1.0242	11.2707	4.6531	10.0900	2.8522
BS_GAPT45QB	SAS		0.0000	0.0000	0.0000	1.0000	0.0000	2.6667	-4.4673	-15.0275	-1.9365	2.4109
BS_GBQ6A3ST	EUR		0.0000	0.0000	0.0514	0.0000	0.9486	1.7137	11.4728	5.9594	7.5900	0.5747
BS_GCNH4CC0	AMR		0.0001	0.0001	0.5707	0.0005	0.4286	1.4290	3.8394	5.0097	1.0959	0.9413
BS_GE6GWP4A	EUR		0.0000	0.0000	0.0506	0.0000	0.9494	2.1423	11.1850	4.5042	9.0677	2.3531
BS_GERET530	EUR		0.0000	0.0000	0.0369	0.0000	0.9631	2.0056	13.3126	5.7660	8.7304	3.3642
