#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG03095	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	62.3817	-17.5802	0.3895	1.0549	3.8267
NA19394	AFR	AFR	0.0000	0.9988	0.0012	0.0000	0.0000	60.1696	-18.1145	-0.3713	0.1370	2.8425
HG03583	AFR	AFR	0.0000	0.9992	0.0008	0.0000	0.0000	62.0027	-17.7706	-0.3608	2.3198	-0.9268
HG03854	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0906	-8.2073	20.3939	-7.4128	-3.5733
HG02690	SAS	SAS	0.0000	0.0000	0.0001	0.9999	0.0000	1.1163	0.0430	13.0123	-0.9275	-2.8210
HG01944	AMR	AMR	0.0000	0.0039	0.9961	0.0000	0.0000	-5.3711	-29.0358	-11.8965	-16.3703	4.4270
NA20818	EUR	EUR	0.0000	0.0000	0.0060	0.0000	0.9940	0.8551	10.6798	-4.5346	7.7047	2.4357
HG02763	AFR	AFR	0.0000	0.9972	0.0028	0.0000	0.0000	61.4861	-17.8975	-0.3892	2.6626	0.8165
HG03643	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0595	-7.9866	20.0199	-3.2464	-1.9195
NA19701	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	51.6179	-12.8502	0.4883	0.8947	0.5524
NA19375	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	58.2563	-16.2676	1.5387	2.0651	0.9269
HG02715	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	60.7111	-17.2297	-0.9608	2.2026	-0.8750
NA20911	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6287	-6.2209	18.9604	-4.1028	2.8123
HG00180	EUR	EUR	0.0000	0.0000	0.0004	0.0000	0.9996	0.0033	10.4408	-6.6738	8.2366	-4.1620
NA18560	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5297	-44.8964	-2.5508	7.5377	1.0055
NA18519	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	63.3825	-18.4090	-0.3521	1.8094	-0.6990
HG01080	AMR	AMR	0.0000	0.0065	0.9935	0.0000	0.0000	6.2097	1.9210	-10.8623	-2.9431	-0.6541
HG01965	AMR	AMR	0.0000	0.0013	0.9987	0.0000	0.0000	0.9274	-12.3539	-14.2888	-18.6895	1.8311
HG03603	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2683	-11.4998	17.9417	-4.0601	-2.0381
HG03907	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5225	-11.6837	16.0323	-4.9847	3.5741
NA18865	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	63.4830	-18.6108	0.5697	1.0988	2.1295
NA18953	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6236	-43.5155	-3.8485	4.7547	-0.7915
HG03686	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5964	-8.8235	19.5095	-5.4399	-2.2092
HG02012	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	58.9045	-14.9817	-0.3587	2.7499	1.2017
NA20528	EUR	EUR	0.0000	0.0000	0.0007	0.0000	0.9993	-0.8073	12.2438	-4.9795	8.7300	3.6585
HG02150	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-9.3291	-22.6899	-24.0619	-36.4047	3.4429
HG03863	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3069	-7.0325	20.5161	-4.3921	2.5459
HG04019	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9458	-6.6915	18.1311	-4.4302	0.2636
HG02308	AFR	AFR	0.0000	0.9967	0.0033	0.0000	0.0000	55.9501	-14.6515	-1.1322	2.0515	2.2688
HG01345	EUR	AMR	0.0000	0.0000	0.0586	0.0000	0.9414	2.4525	1.9588	-7.9176	-1.2617	-0.6394
HG00524	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6919	-44.7038	-2.4757	7.2689	0.8554
HG03890	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.3510	-8.9490	16.9485	-4.2916	0.4441
NA19118	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	60.9416	-16.9925	-0.0556	2.1912	3.2001
HG02648	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1360	0.1052	10.2815	-2.5872	0.8266
HG03085	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.5440	-16.9397	0.5050	0.6029	2.1793
HG01874	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9617	-42.5498	-1.4269	6.0877	5.2566
NA18630	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4739	-43.9298	-2.6249	8.1096	0.6771
HG03717	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7818	-8.5450	23.0565	-5.6440	-0.0565
NA20543	EUR	EUR	0.0000	0.0000	0.0062	0.0000	0.9938	3.2566	12.5072	-4.9537	9.8403	0.4133
HG04094	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0100	-7.0622	19.7304	-2.4912	1.5395
HG01924	AMR	AMR	0.0000	0.0031	0.9969	0.0000	0.0000	0.8654	-20.0275	-16.9733	-25.8087	2.1161
NA12154	EUR	EUR	0.0000	0.0000	0.0220	0.0000	0.9780	0.5881	12.2327	-5.1589	9.6153	-1.7424
HG02131	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3482	-39.0183	0.2291	5.2017	5.5377
HG03696	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.2110	-7.5947	20.8199	-5.2484	1.8820
HG03117	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.0188	-15.8487	-0.0785	2.0424	1.4350
HG01254	AMR	AMR	0.0000	0.0036	0.9964	0.0000	0.0000	9.3987	-3.2065	-8.0683	-5.9985	3.6206
HG02164	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3022	-43.4500	-2.1203	8.5619	6.4848
HG03313	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5237	-17.2854	-1.2446	2.1835	2.0866
NA20758	EUR	EUR	0.0000	0.0000	0.3928	0.0000	0.6072	2.4225	12.4061	-3.6293	10.4750	0.9896
HG01525	EUR	EUR	0.0000	0.0000	0.0745	0.0000	0.9255	2.6706	11.3295	-4.4700	8.0773	4.1007
HG01678	EUR	EUR	0.0000	0.0000	0.0072	0.0000	0.9928	0.6195	12.1766	-5.5766	9.8050	0.2883
NA19728	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	-6.4471	-22.0907	-21.3175	-33.1858	0.4336
HG02888	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	61.1047	-17.1024	-0.1092	0.8621	0.3674
HG01589	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3085	-2.7981	13.2359	-2.6598	1.8020
HG02356	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8560	-46.2260	-0.8789	9.3320	6.0653
HG02048	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5814	-43.3002	-0.3083	7.8241	4.1197
HG01956	AFR	AFR	0.0000	0.9963	0.0037	0.0000	0.0000	59.7606	-13.0397	-1.9047	2.1170	2.9572
NA19055	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8127	-42.9765	-1.8323	6.1245	-4.1774
NA18985	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3332	-43.7015	-3.6906	7.4913	-5.1443
HG03607	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0875	-10.8464	17.0393	-2.0342	2.7004
HG00141	EUR	EUR	0.0000	0.0000	0.0024	0.0000	0.9976	-0.3583	12.6263	-3.6442	8.9854	-0.4662
HG01700	EUR	EUR	0.0000	0.0000	0.0587	0.0000	0.9413	-0.6199	12.0744	-6.5433	9.4953	0.2833
HG00111	AMR	EUR	0.0000	0.0000	0.6838	0.0000	0.3162	0.1876	12.9920	-4.2603	5.7745	5.9695
HG02140	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.3327	-41.9003	-0.0967	7.9468	3.9734
HG00250	EUR	EUR	0.0000	0.0000	0.0033	0.0000	0.9967	-2.2462	12.4836	-5.2786	7.9257	-2.2983
HG01311	AMR	AMR	0.0003	0.0010	0.9855	0.0014	0.0117	6.5653	5.5783	-6.9778	3.9876	3.5045
NA20783	EUR	EUR	0.0000	0.0000	0.0476	0.0002	0.9522	0.9774	12.8861	-4.2480	9.8043	7.1938
HG02497	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	60.8327	-16.0760	-0.8674	2.2012	0.2601
NA18549	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7095	-44.6855	-1.4638	7.7741	-1.5832
HG02675	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.3382	-16.4008	0.3920	1.0126	-1.6520
NA18978	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1883	-42.5380	-3.1806	6.7497	-4.8216
HG01880	AFR	AFR	0.0000	0.8966	0.1034	0.0000	0.0000	34.4618	-14.5618	6.8041	-0.7158	5.3854
NA19716	AMR	AMR	0.0000	0.0007	0.9993	0.0000	0.0000	0.1357	-8.5885	-13.4655	-15.6501	-1.6690
NA19087	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-9.4454	-43.9403	-3.1775	5.1857	-4.3619
HG03999	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.2736	-9.4985	20.2753	-5.9867	1.9374
NA18984	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1913	-41.8676	-2.9922	5.7503	-4.6890
HG01802	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9785	-45.0465	-0.9708	7.6463	7.4840
HG02262	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-6.5742	-17.6215	-19.8794	-29.6428	1.9263
NA18635	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8887	-42.8488	-4.8490	6.5437	-1.3784
HG04106	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9945	-8.5630	20.1128	-5.9380	-4.3179
HG00381	EUR	EUR	0.0000	0.0000	0.0034	0.0000	0.9966	-1.1328	10.1871	-6.2585	6.4095	-2.5180
HG03689	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3864	-8.6236	19.5096	-5.1210	-1.1937
HG03303	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.0243	-19.4794	0.5754	0.6708	2.1039
NA20299	AMR	AFR	0.0000	0.2655	0.7345	0.0000	0.0000	23.9291	-17.4488	-10.4732	-13.9610	1.7060
HG03702	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7189	-6.8317	17.3050	-3.1659	-2.0203
HG00157	EUR	EUR	0.0000	0.0000	0.1723	0.0000	0.8277	0.4522	10.9521	-6.9624	9.9175	1.5801
NA18606	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.1602	-44.9613	-1.3065	8.9470	1.2480
HG01082	AMR	AMR	0.0000	0.0689	0.9311	0.0000	0.0000	12.7601	0.3044	-7.9372	0.5080	3.4165
NA18563	EAS	EAS	0.9978	0.0000	0.0022	0.0000	0.0000	-7.7279	-42.8725	-4.2964	5.6381	-6.7344
HG03611	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0157	-12.0020	16.4181	-4.6969	1.2198
HG01846	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2353	-42.9014	-0.3619	7.4548	4.7341
HG02138	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5696	-44.2606	-0.7418	7.0704	3.3039
NA12234	EUR	EUR	0.0000	0.0000	0.0020	0.0000	0.9980	-0.3727	12.8069	-5.5052	10.9700	2.1084
HG00513	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0457	-45.0547	-2.7816	8.8116	-1.0938
NA19678	AMR	AMR	0.0001	0.0096	0.9892	0.0010	0.0000	5.3271	2.8464	-8.8176	-0.2683	2.2074
HG03746	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.2658	-4.0074	13.1751	-2.6606	3.9518
HG00611	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2797	-44.4972	-4.7103	7.4913	2.4350
HG02697	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1532	-0.9785	13.8975	-2.7013	0.5757
HG03926	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2219	-13.5148	16.7496	-2.1276	2.5892
NA21118	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4893	-5.8045	20.8222	-3.8435	2.9025
HG01985	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	57.7291	-16.0198	-1.8414	2.3864	0.4485
HG03698	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6765	-7.4635	19.6784	-4.8352	1.2302
HG01571	AMR	AMR	0.0000	0.0010	0.9990	0.0000	0.0000	-6.0955	-12.7455	-16.6976	-24.1636	2.6507
HG01857	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7386	-43.5806	-0.9185	7.1698	8.3039
HG03100	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	64.3320	-16.9403	0.2824	1.0546	-0.2039
HG02485	AFR	AFR	0.0000	0.9953	0.0047	0.0000	0.0000	45.1809	-9.6916	-1.0701	2.3534	5.0970
NA18562	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7132	-44.5588	-3.8096	4.9455	-2.5157
HG00404	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6373	-44.3442	-3.0425	7.0827	0.9235
HG02481	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	56.4923	-14.7240	-0.3951	2.1758	5.2113
NA11931	EUR	EUR	0.0000	0.0000	0.0040	0.0000	0.9960	1.2072	12.1541	-5.1586	8.6837	2.0548
HG02266	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-7.9340	-22.1017	-23.6189	-36.5832	0.7123
HG03246	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	61.0789	-16.6458	1.1623	0.9494	-1.0969
NA19081	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4135	-41.3804	-1.7053	4.5364	-3.2793
NA18621	EAS	EAS	0.9997	0.0000	0.0003	0.0000	0.0000	-8.7914	-44.4621	-4.7546	5.4674	-6.2688
NA18511	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	62.9549	-17.2913	-0.0735	1.1179	0.2331
HG01524	EUR	EUR	0.0000	0.0000	0.0018	0.0000	0.9982	0.4760	12.7238	-5.7178	10.8357	-1.3399
NA18998	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-6.2054	-42.2416	-3.0064	5.1967	-4.1787
HG02053	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	57.3087	-16.3311	-0.1874	3.7342	1.9550
NA12043	EUR	EUR	0.0000	0.0000	0.0027	0.0000	0.9973	-1.5750	14.4363	-3.6287	9.1266	1.3749
NA12341	EUR	EUR	0.0000	0.0000	0.0133	0.0000	0.9867	0.3946	10.8786	-4.6061	8.5106	-4.2671
HG01786	EUR	EUR	0.0000	0.0000	0.0340	0.0000	0.9660	2.8004	12.9056	-6.2744	9.4623	1.0876
HG01498	AMR	AMR	0.0000	0.0019	0.9981	0.0000	0.0000	2.1105	-2.3945	-10.9628	-8.0731	3.1186
NA19317	AFR	AFR	0.0000	0.9995	0.0005	0.0000	0.0000	60.6728	-17.3362	0.1978	2.2269	-0.1292
HG01695	EUR	EUR	0.0000	0.0000	0.0027	0.0000	0.9973	3.0810	9.8101	-4.1478	9.1279	1.4957
HG00271	EUR	EUR	0.0000	0.0000	0.0112	0.0000	0.9888	-1.5747	8.6858	-6.0490	8.4340	-5.3696
HG00373	EUR	EUR	0.0000	0.0000	0.0215	0.0000	0.9785	-2.1857	7.2043	-5.8369	6.1656	1.0572
HG02589	AFR	AFR	0.0000	0.9990	0.0010	0.0000	0.0000	61.0677	-17.9925	0.3056	2.9538	-0.3780
HG01049	AMR	AMR	0.0000	0.2963	0.7037	0.0000	0.0000	16.4201	-0.2157	-7.8175	1.3738	2.7588
HG02433	AFR	AFR	0.0000	0.9985	0.0015	0.0000	0.0000	53.9229	-13.9980	-0.5860	2.6104	2.8011
NA19471	AFR	AFR	0.0000	0.9989	0.0011	0.0000	0.0000	59.3613	-16.4925	-0.3329	1.8821	0.2014
HG02014	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	55.2474	-13.2077	-0.1387	3.5941	2.9637
NA19060	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.7870	-42.4595	-4.5107	5.0070	-4.4218
NA12006	EUR	EUR	0.0000	0.0000	0.1902	0.0000	0.8098	-1.0498	12.4818	-5.5630	7.9949	0.7271
NA20890	SAS	SAS	0.0032	0.0000	0.0001	0.9966	0.0000	2.5872	-3.4179	12.6548	-2.8205	0.1751
HG01392	AMR	AMR	0.0000	0.0005	0.9991	0.0003	0.0000	10.0652	1.4221	-8.4698	-1.6874	2.9781
HG03259	AFR	AFR	0.0000	0.9986	0.0014	0.0000	0.0000	60.9515	-16.8335	1.0485	2.2073	2.4800
HG03838	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5656	-9.2918	19.3779	-5.9752	0.1507
HG03905	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2668	-12.6344	14.0611	-1.8489	0.9769
HG03660	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3273	-6.3932	16.2725	-2.3670	2.2714
HG01271	AMR	AMR	0.0000	0.0145	0.9854	0.0000	0.0000	3.5929	-0.6148	-10.7046	-3.0754	2.2921
HG04002	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9996	-7.0704	21.4611	-4.4340	-1.9838
HG04134	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3813	-10.4515	15.7721	-4.7298	1.5124
HG01620	EUR	EUR	0.0000	0.0000	0.0165	0.0000	0.9835	0.5826	11.7820	-5.9849	10.1146	0.5566
HG02558	AFR	AFR	0.0000	0.9994	0.0006	0.0000	0.0000	55.2160	-14.9705	-1.2534	1.1851	2.1785
NA19321	AFR	AFR	0.0000	0.9993	0.0007	0.0000	0.0000	58.8203	-17.4681	1.2473	2.7544	3.9906
HG02407	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.0426	-44.4279	-0.1973	7.6735	8.8196
HG04060	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6902	-5.4276	15.6856	-3.8659	2.0002
HG04229	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3827	-8.9787	18.5616	-4.4277	0.5959
HG01500	AMR	EUR	0.0001	0.0006	0.5331	0.0000	0.4662	3.3253	10.4764	-6.8578	10.6572	5.2211
HG00458	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.5190	-44.1511	-2.6032	9.1308	0.1103
HG03382	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	63.3824	-19.3849	-0.2643	1.5470	1.9733
HG00339	EUR	EUR	0.0000	0.0000	0.0240	0.0000	0.9760	-1.8484	8.3214	-5.7056	8.2759	-0.4713
NA20531	EUR	EUR	0.0000	0.0000	0.0124	0.0000	0.9876	1.3207	10.6492	-4.9305	8.5380	0.9723
HG03025	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	62.5999	-18.6340	-0.4107	2.5524	-1.7998
HG00234	EUR	EUR	0.0000	0.0000	0.0417	0.0000	0.9583	0.0105	13.1408	-6.9605	8.4142	0.4585
NA11892	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-0.6546	13.3027	-4.5845	8.8199	-1.7723
NA12812	EUR	EUR	0.0000	0.0000	0.0016	0.0000	0.9984	-0.0328	13.0901	-4.9886	10.3371	0.8336
HG01366	AMR	AMR	0.0000	0.0014	0.9886	0.0000	0.0100	4.9797	-1.0246	-11.0472	-1.9440	4.6136
NA19456	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	60.2958	-18.8263	-1.5486	2.8043	1.8725
NA21135	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.7307	-6.5802	18.3771	-1.6744	2.1405
NA18571	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8847	-42.9085	-2.8372	7.7337	0.7611
NA19704	AFR	AFR	0.0000	0.9895	0.0105	0.0000	0.0000	53.0825	-12.1270	0.6177	1.1660	2.9703
HG04042	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0291	-7.9042	19.6309	-5.9769	3.7471
HG02805	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	63.6627	-19.0514	0.1116	1.0212	0.4248
HG04131	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0273	-12.2032	15.3887	-3.2071	-1.8039
HG02628	AFR	AFR	0.0000	0.9996	0.0004	0.0000	0.0000	61.9476	-18.8932	0.4251	2.2222	-1.9651
NA21115	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.2687	-5.2555	19.8682	-5.1161	2.6099
HG01795	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-6.6628	-44.4297	-1.1145	8.4327	6.0566
NA20813	EUR	EUR	0.0000	0.0000	0.0034	0.0000	0.9966	2.4476	14.2938	-4.7024	8.0759	1.4878
NA21103	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0772	-5.3588	18.4223	-5.4353	2.8142
HG03760	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0361	-8.5371	19.8310	-5.4532	0.4324
HG01699	EUR	EUR	0.0000	0.0000	0.0023	0.0000	0.9977	2.8503	13.1125	-3.7765	8.2704	-0.1766
HG02629	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2930	-16.8049	0.3665	2.4547	0.2359
NA19789	AMR	AMR	0.0000	0.0011	0.9988	0.0001	0.0000	0.2087	-4.3963	-11.0438	-10.1164	-0.9403
HG03668	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3697	-5.3592	15.5700	-4.5239	0.2901
HG04152	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7636	-10.8967	18.3856	-4.8020	1.6432
HG00160	EUR	EUR	0.0000	0.0000	0.0012	0.0000	0.9988	-0.2514	12.2606	-6.5735	9.8836	2.0999
HG02471	AFR	AFR	0.0000	0.9989	0.0011	0.0000	0.0000	58.4517	-15.9549	-2.2592	1.5337	3.1542
HG03765	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3052	-1.7941	12.3829	0.7495	2.3852
HG00452	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8501	-44.4604	-2.0001	7.8756	-0.7045
NA19777	AMR	AMR	0.0000	0.0010	0.9990	0.0000	0.0000	4.1217	-6.9447	-11.9587	-11.2570	1.9486
HG02819	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	61.2930	-16.1973	0.7803	1.5792	-1.2958
HG01800	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9799	-44.3062	-2.0415	8.1531	4.1062
HG01917	AMR	AMR	0.0000	0.0012	0.9988	0.0000	0.0000	-5.7072	-19.4117	-22.6096	-32.3554	2.4176
HG01098	AMR	AMR	0.0000	0.0003	0.9841	0.0000	0.0155	6.5875	5.2296	-7.9961	2.4212	3.8539
HG01598	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5409	-43.3057	-0.4495	7.8247	7.9067
HG00346	AMR	EUR	0.0000	0.0000	0.5128	0.0000	0.4872	-0.6914	8.3065	-5.8799	5.7532	-1.9731
HG02513	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4258	-43.8734	-0.8312	8.6767	6.9842
NA19007	EAS	EAS	0.9998	0.0000	0.0002	0.0000	0.0000	-7.8030	-42.9271	-2.4516	7.0887	-1.0659
NA06985	EUR	EUR	0.0000	0.0000	0.0021	0.0000	0.9979	0.4377	13.5130	-5.9267	8.9201	5.4859
HG03911	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8303	-9.1244	17.2530	-1.9159	2.9980
HG03741	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-1.3842	-8.1333	20.1573	-6.3692	0.8937
HG02089	AMR	AMR	0.0000	0.0001	0.9999	0.0000	0.0000	-5.4779	-14.5383	-17.9384	-24.8200	4.1555
NA12751	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	0.7642	13.8575	-6.2902	8.9893	-1.7803
HG03432	AFR	AFR	0.0000	0.9982	0.0018	0.0000	0.0000	62.0543	-15.8941	-1.5622	0.3590	1.4770
HG03235	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5629	-2.4442	12.9886	-3.0150	1.2736
HG01624	EUR	EUR	0.0000	0.0000	0.0137	0.0000	0.9863	4.1836	13.0399	-5.7279	9.5623	2.4454
HG02406	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7763	-44.4561	-1.5908	10.0711	9.0887
NA18954	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9493	-42.4706	-4.8301	6.1021	-3.8379
HG00262	EUR	EUR	0.0000	0.0000	0.0164	0.0000	0.9836	-0.6124	11.2370	-5.1632	7.4198	2.0506
HG02003	AMR	AMR	0.0000	0.0076	0.9924	0.0000	0.0000	-6.3681	-19.5810	-22.1530	-32.2568	0.0247
HG00114	EUR	EUR	0.0000	0.0000	0.0011	0.0000	0.9989	-1.2588	12.6686	-6.5007	9.7359	1.7396
NA19010	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2253	-44.3542	-3.3237	5.6988	-7.2775
HG03077	AFR	AFR	0.0000	0.9998	0.0002	0.0000	0.0000	62.4906	-18.0643	0.1925	3.8037	1.9763
HG01556	AMR	AMR	0.0000	0.0035	0.9965	0.0000	0.0000	12.6130	-5.9014	-9.7930	-6.0292	-1.4051
HG03837	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7552	-7.6573	18.0826	-3.0638	-0.4091
HG02700	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9388	-2.5283	11.5798	-0.9035	0.8545
NA19908	AFR	AFR	0.0000	0.9935	0.0065	0.0000	0.0000	53.8112	-13.8371	-2.3320	1.5604	0.2815
NA20298	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	58.1832	-16.1351	0.1809	1.3720	3.3275
NA20792	EUR	EUR	0.0000	0.0000	0.0636	0.0000	0.9364	-0.2533	11.7102	-4.1871	8.3541	6.6792
HG03680	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7118	-8.2441	18.2357	-3.6085	-0.1002
NA18619	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-6.7850	-43.1469	-3.6528	7.4439	-5.2942
