name	Kids First Biospecimen ID
1213862_D1	BS_T9TC3TQY
1223741_D	BS_T9YSECRM
1214265_D1	BS_TBC4HCKT
1236476_D1	BS_TBSC1P24
1237416_D1	BS_TC39FQAH
1213854_D1	BS_TCNJ4741
1214195_D1	BS_TD4BRC5F
1236462_D1	BS_TD9QRQC7
1223270_D1	BS_TDJV9506
1237421_D1	BS_TGTJ01AD
1213697_D1	BS_TH9TAETQ
1223683_D1	BS_THW3NEZM
1214250_D1	BS_TJW2Z7AB
1223665_D1	BS_TPP3CRNY
1237396_D1	BS_TTXW2GPQ
1213324_D1	BS_TVNKVH61
1213722_D1	BS_TXDP4GJ9
1224641_D1	BS_V0MS0G79
1213770_D1	BS_V1HD4M79
1223215_D1	BS_V1Q6VF5E
1248776_D1	BS_V3TG7YN0
1223696_D1	BS_V4H90M1B
1224665_D1	BS_V4QGT56S
1214203_D1	BS_V5AHP9HD
1223200_D1	BS_V7ZT7BSN
1213761_D1	BS_V89PHCNY
1223227_D1	BS_VAFM1ED4
1213735_D1	BS_VB14Q4V3
1224579_D1	BS_VB75WNBG
1223632_D1	BS_VBGNNB3Q
1213287_D1	BS_VD8SPXEF
1214269_D1	BS_VDD3X72P
1213853_D1	BS_VE6Q19YS
1224666_D1	BS_VFKY54Y6
1214268_D1	BS_VGEX4C10
1213280_D1	BS_VJBG6E9B
1213265_D1	BS_VMJE9975
1213778_D1	BS_VNNHTWWD
1236478_D1	BS_VNRZAWAT
1223274_D1	BS_VQRWCAZE
1213780_D1	BS_VQSYVKVV
1213705_D1	BS_VR74JPGE
1213810_D1	BS_VRKDBCDC
1223223_D1	BS_VX0RNH24
1223663_D1	BS_VXXFJG8N
1223792_D1	BS_VZSZBZJB
1223250_D1	BS_W2ZKJFTR
1232610_D1	BS_W4FWCEHE
1223617_D1	BS_W605R83E
1223266_D1	BS_W6ZVARES
1214260_D1	BS_W78G5JEJ
1224643_D1	BS_W8J5WVHT
1213760_D1	BS_W9RHJJRP
1213771_D1	BS_WB6YCDBE
1213273_D1	BS_WE07JSG5
1213700_D1	BS_WE4NHYEX
1223236_D1	BS_WFAAFYYK
1223280_D1	BS_WFPC9JA1
1223273_D1	BS_WHZP9ECP
1213812_D1	BS_WP62R0PZ
1213863_D1	BS_WQ3DVXPY
1223604_D1	BS_WQR0XMHV
1214264_D1	BS_WRVYGY9A
1214225_D1	BS_WTEK5V5K
1223669_D1	BS_WYFE5703
1224594_D1	BS_WZ1JHAW7
1223771_D1	BS_WZQNWTFQ
1213843_D1	BS_X0Z4DEZF
1223752_D1	BS_X11P2J63
1224652_D1	BS_X1AXBBF7
1224589_D1	BS_X3WAFM0R
1236461_D1	BS_X4BXY2DA
1213840_D1	BS_X6C0AHX8
1214214_D1	BS_XCXHCX5W
1224627_D1	BS_XEAH403Z
1213766_D1	BS_XH1FX2N2
1224611_D1	BS_XHJVKA7K
1213750_D1	BS_XMMTGNX2
1213343_D1	BS_XNXE3886
1213759_D1	BS_XNXTC66Y
1237420_D1	BS_XP6D7712
1224593_D1	BS_XRM8Y600
1213333_D1	BS_XWK9F1F7
1213300_D1	BS_XXMFCCSW
1224653_D1	BS_Y0YTZVXW
1223759_D1	BS_Y1EFXY71
1223219_D1	BS_Y294ZJYN
1214226_D1	BS_Y328GB99
1213306_D1	BS_Y4WTQ2T5
1224659_D1	BS_Y72574SD
1223812_D1	BS_Y760HJA8
1213773_D1	BS_YD8JQAMH
1213687_D1	BS_YHBGZBXC
1248768_D1	BS_YJ6Z96VQ
1223621_D1	BS_YK1HP6JT
1223697_D1	BS_YRV9VCJF
1213696_D1	BS_YSDQ3PXK
1214261_D1	BS_YTB872GN
1213733_D1	BS_YVK92B5M
1213299_D1	BS_YXCDS5S6
1248744_D1	BS_YXMZZRYJ
1223653_D1	BS_YZSMRGNK
1237423_D1	BS_YZZ7FDBP
1237412_D1	BS_Z0WTJMSE
1223789_D1	BS_Z1QDZ6Q7
1214236_D1	BS_Z2JFHMWQ
1213294_D1	BS_Z3EKFYQG
1232544_D1	BS_Z3RY0Q1V
1223609_D1	BS_Z46JKE51
1213825_D1	BS_Z5K3Z98Z
1213755_D1	BS_Z67GADKW
1213738_D1	BS_Z6MXAZC9
1213758_D1	BS_Z70GSFKA
1224662_D1	BS_ZAN5PG3B
1237409_D1	BS_ZB3KY5VE
1214270_D1	BS_ZC84RF97
1224658_D1	BS_ZD93F802
1223234_D1	BS_ZDJ9VJTH
1248751_D1	BS_ZDMXRGJQ
1223626_D1	BS_ZFHJZ202
1237394_D1	BS_ZFXCKJ46
1233080_D1	BS_ZMY8A3KJ
1223243_D1	BS_ZNC4K61H
1224626_D1	BS_ZQH1NC54
1248753_D1	BS_ZQTAWSEW
1236484_D1	BS_ZR96T7DG
1213291_D1	BS_ZV4MZ8FC
1248763_D1	BS_ZV55E2AK
1224630_D1	BS_ZVN5HWBJ
1214208_D1	BS_ZY748ASY
1213311_D1	BS_ZZ65Y5NN
