#sample_id	predicted_ancestry	given_ancestry	CHB_prob	KHV_prob	CHS_prob	ASW_prob	CDX_prob	YRI_prob	GWD_prob	MXL_prob	ITU_prob	CEU_prob	IBS_prob	GIH_prob	ACB_prob	CLM_prob	LWK_prob	PUR_prob	BEB_prob	FIN_prob	PEL_prob	MSL_prob	ESN_prob	TSI_prob	PJL_prob	GBR_prob	STU_prob	JPT_prob	PC1	PC2	PC3	PC4	PC5
1213301_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0079	0.0000	0.1633	0.2252	0.0000	0.0001	0.0238	0.0000	0.0895	0.0000	0.0592	0.0000	0.0000	0.0000	0.2684	0.0000	0.1626	0.0000	0.0000	2.9125	9.7631	1.9039	7.8274	-0.2575
1213302_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0083	0.0000	0.1859	0.2097	0.0000	0.0000	0.0254	0.0000	0.0689	0.0000	0.0689	0.0000	0.0000	0.0000	0.2498	0.0000	0.1829	0.0000	0.0000	1.6555	10.6058	2.2016	7.1840	0.9909
1213303_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0050	0.0000	0.1639	0.2490	0.0000	0.0000	0.0129	0.0000	0.0575	0.0000	0.0463	0.0000	0.0000	0.0000	0.2908	0.0000	0.1745	0.0000	0.0000	3.8378	11.2628	2.3751	9.9488	-1.1339
1213304_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0068	0.0000	0.1739	0.2296	0.0000	0.0000	0.0201	0.0000	0.0769	0.0000	0.0516	0.0000	0.0000	0.0000	0.2630	0.0000	0.1782	0.0000	0.0000	3.4026	11.3865	2.8635	8.0940	1.8843
1213305_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0045	0.0000	0.1952	0.2346	0.0000	0.0000	0.0137	0.0000	0.0346	0.0000	0.0575	0.0000	0.0000	0.0000	0.2521	0.0000	0.2079	0.0000	0.0000	1.3726	11.9916	5.0874	9.4827	-0.6002
1213306_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0065	0.0000	0.2052	0.2213	0.0000	0.0000	0.0194	0.0000	0.0437	0.0000	0.0454	0.0000	0.0000	0.0000	0.2513	0.0000	0.2073	0.0000	0.0000	0.8436	11.9202	3.6799	8.0414	2.0131
1213307_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.1930	0.2316	0.0000	0.0000	0.0104	0.0000	0.0270	0.0000	0.0479	0.0000	0.0000	0.0000	0.2755	0.0000	0.2104	0.0000	0.0000	1.4312	13.2734	3.3749	9.4463	-0.8131
1213308_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0061	0.0000	0.1755	0.2329	0.0000	0.0000	0.0183	0.0000	0.0649	0.0000	0.0475	0.0000	0.0000	0.0000	0.2700	0.0000	0.1848	0.0000	0.0000	3.0681	12.0613	3.3456	8.0183	0.4087
1213309_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0086	0.0000	0.1368	0.2056	0.0005	0.0007	0.0139	0.0000	0.0680	0.0000	0.0600	0.0000	0.0000	0.0000	0.3852	0.0011	0.1196	0.0000	0.0000	3.3715	7.2669	-1.7657	6.4629	-0.5081
1213310_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0055	0.0000	0.1938	0.2260	0.0000	0.0000	0.0156	0.0000	0.0425	0.0000	0.0569	0.0000	0.0000	0.0000	0.2575	0.0000	0.2021	0.0000	0.0000	1.7960	12.1321	3.5452	8.7019	0.9216
1213311_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0066	0.0000	0.2366	0.1729	0.0000	0.0000	0.0209	0.0000	0.0312	0.0000	0.0983	0.0000	0.0000	0.0000	0.1901	0.0000	0.2435	0.0000	0.0000	0.5023	13.0348	3.6950	5.9638	-3.7497
1213312_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0079	0.0000	0.1798	0.2164	0.0000	0.0000	0.0241	0.0000	0.0732	0.0000	0.0602	0.0000	0.0000	0.0000	0.2580	0.0000	0.1805	0.0000	0.0000	2.2400	11.0149	2.4063	7.2174	0.6698
1213313_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0070	0.0000	0.1896	0.2155	0.0000	0.0000	0.0215	0.0000	0.0513	0.0000	0.0686	0.0000	0.0000	0.0000	0.2555	0.0000	0.1910	0.0000	0.0000	0.9189	10.7908	2.8934	7.6842	-1.0896
1213314_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0072	0.0000	0.1885	0.2158	0.0000	0.0000	0.0220	0.0000	0.0570	0.0000	0.0647	0.0000	0.0000	0.0000	0.2546	0.0000	0.1901	0.0000	0.0000	1.4581	11.1099	2.8432	7.5550	0.0324
1213315_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0041	0.0000	0.1667	0.2532	0.0000	0.0000	0.0099	0.0000	0.0438	0.0000	0.0351	0.0000	0.0000	0.0000	0.3017	0.0000	0.1855	0.0000	0.0000	3.9087	13.2357	2.8547	9.8144	-0.0694
1213316_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0047	0.0000	0.1177	0.1447	0.0147	0.0007	0.0029	0.0000	0.0105	0.0000	0.0599	0.0000	0.0000	0.0000	0.5010	0.0560	0.0871	0.0000	0.0000	1.3431	6.0245	-4.1483	5.6211	0.9976
1213317_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	0.0000	0.1557	0.2437	0.0000	0.0001	0.0199	0.0000	0.1011	0.0000	0.0491	0.0000	0.0000	0.0000	0.2640	0.0000	0.1601	0.0000	0.0000	4.6151	10.1546	3.3993	9.0504	0.8411
1213318_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0057	0.0000	0.1818	0.2337	0.0000	0.0000	0.0212	0.0000	0.0668	0.0000	0.0470	0.0000	0.0000	0.0000	0.2490	0.0000	0.1948	0.0000	0.0000	2.8813	12.5294	5.7203	7.5832	0.0945
1213319_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0071	0.0000	0.1919	0.2149	0.0000	0.0000	0.0202	0.0000	0.0525	0.0000	0.0718	0.0000	0.0000	0.0000	0.2515	0.0000	0.1900	0.0000	0.0000	1.3400	10.5872	2.3217	8.2436	1.1126
1213320_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0045	0.0000	0.1956	0.2296	0.0000	0.0000	0.0125	0.0000	0.0339	0.0000	0.0432	0.0000	0.0000	0.0000	0.2654	0.0000	0.2153	0.0000	0.0000	2.0785	14.1658	4.2577	8.5323	0.5504
1213321_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.1947	0.2280	0.0000	0.0000	0.0166	0.0000	0.0412	0.0000	0.0681	0.0000	0.0000	0.0000	0.2421	0.0000	0.2043	0.0000	0.0000	1.5006	11.1637	4.8857	9.0026	-2.5928
1213322_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0055	0.0000	0.2251	0.1925	0.0000	0.0000	0.0197	0.0000	0.0344	0.0000	0.1017	0.0000	0.0000	0.0000	0.1898	0.0000	0.2314	0.0000	0.0000	0.9072	11.4953	5.4480	7.7810	-3.6761
1213323_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0072	0.0000	0.1887	0.2147	0.0000	0.0000	0.0210	0.0000	0.0549	0.0000	0.0598	0.0000	0.0000	0.0000	0.2613	0.0000	0.1923	0.0000	0.0000	1.5399	11.7282	2.4651	7.2824	0.0178
1213324_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0061	0.0000	0.1867	0.2246	0.0000	0.0000	0.0176	0.0000	0.0453	0.0000	0.0631	0.0000	0.0000	0.0000	0.2651	0.0000	0.1917	0.0000	0.0000	1.1908	11.0112	2.9830	8.4350	-1.4355
1213325_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	0.2064	0.2174	0.0000	0.0000	0.0155	0.0000	0.0323	0.0000	0.0639	0.0000	0.0000	0.0000	0.2441	0.0000	0.2151	0.0000	0.0000	0.5811	12.2832	4.2770	8.6073	0.1372
1213326_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0047	0.0000	0.2043	0.2252	0.0000	0.0000	0.0134	0.0000	0.0292	0.0000	0.0818	0.0000	0.0000	0.0000	0.2354	0.0000	0.2059	0.0000	0.0000	0.3540	10.1950	4.3762	10.5611	0.5542
1213327_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0056	0.0000	0.1769	0.2376	0.0000	0.0000	0.0181	0.0000	0.0622	0.0000	0.0492	0.0000	0.0000	0.0000	0.2634	0.0000	0.1870	0.0000	0.0000	2.9373	11.8109	4.2795	8.3976	0.0234
1213328_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0046	0.0000	0.2013	0.2306	0.0000	0.0000	0.0140	0.0000	0.0353	0.0000	0.0587	0.0000	0.0000	0.0000	0.2429	0.0000	0.2126	0.0000	0.0000	1.5495	12.2624	5.1782	9.4577	1.1561
1213329_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.1923	0.2327	0.0000	0.0000	0.0143	0.0000	0.0405	0.0000	0.0603	0.0000	0.0000	0.0000	0.2551	0.0000	0.1997	0.0000	0.0000	1.8422	11.4785	3.9096	9.5700	0.9283
1213330_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	0.0000	0.1700	0.2309	0.0000	0.0000	0.0187	0.0000	0.0746	0.0000	0.0480	0.0000	0.0000	0.0000	0.2754	0.0000	0.1757	0.0000	0.0000	3.4988	11.6167	2.2113	8.0437	1.2596
1213331_D1	ASW		0.0000	0.0000	0.0000	0.6704	0.0000	0.0003	0.0022	0.0000	0.0000	0.0001	0.0000	0.0000	0.1825	0.0042	0.0046	0.1349	0.0000	0.0001	0.0001	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	32.2462	-4.8554	4.0184	3.0252	-1.2881
1213332_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0045	0.0000	0.2148	0.2135	0.0000	0.0000	0.0153	0.0000	0.0321	0.0000	0.0800	0.0000	0.0000	0.0000	0.2118	0.0000	0.2280	0.0000	0.0000	1.4773	11.9421	5.7445	8.9700	-3.2913
1213333_D1	GWD		0.0000	0.0000	0.0000	0.0719	0.0000	0.1150	0.2174	0.0000	0.0000	0.0000	0.0000	0.0000	0.1632	0.0000	0.1566	0.0000	0.0000	0.0000	0.0000	0.0927	0.1832	0.0000	0.0000	0.0000	0.0000	0.0000	50.7318	-12.7441	1.1205	2.4985	-1.3867
1213334_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0050	0.0000	0.1953	0.2278	0.0000	0.0000	0.0173	0.0000	0.0397	0.0000	0.0529	0.0000	0.0000	0.0000	0.2511	0.0000	0.2108	0.0000	0.0000	1.1765	12.7539	5.5887	7.9678	-1.8372
1213335_D1	PUR		0.0000	0.0000	0.0000	0.0014	0.0000	0.0000	0.0000	0.0059	0.0000	0.0578	0.1457	0.0003	0.0041	0.0255	0.0000	0.5377	0.0000	0.0201	0.0000	0.0000	0.0000	0.1435	0.0001	0.0579	0.0000	0.0000	12.4980	7.6924	2.2897	8.6086	1.2899
1213336_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0049	0.0000	0.1902	0.2344	0.0000	0.0000	0.0174	0.0000	0.0445	0.0000	0.0535	0.0000	0.0000	0.0000	0.2507	0.0000	0.2043	0.0000	0.0000	1.6318	12.1994	5.8054	8.4076	-1.5416
1213337_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.2009	0.2220	0.0000	0.0000	0.0174	0.0000	0.0379	0.0000	0.0696	0.0000	0.0000	0.0000	0.2364	0.0000	0.2107	0.0000	0.0000	0.9311	11.4782	5.2066	8.5061	-2.5318
1213338_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0064	0.0000	0.1861	0.2203	0.0000	0.0000	0.0169	0.0000	0.0446	0.0000	0.0618	0.0000	0.0000	0.0000	0.2739	0.0000	0.1899	0.0000	0.0000	1.2461	11.2278	1.7946	8.2551	-0.9652
1213339_D1	MXL		0.0000	0.0000	0.0000	0.0428	0.0000	0.0000	0.0000	0.4897	0.0000	0.0000	0.0000	0.0000	0.0000	0.1253	0.0000	0.0004	0.0000	0.0000	0.3418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3406	-10.0097	11.6353	-16.1693	0.0331
1213340_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0058	0.0000	0.2193	0.1963	0.0000	0.0000	0.0173	0.0000	0.0291	0.0000	0.0715	0.0000	0.0000	0.0000	0.2304	0.0000	0.2303	0.0000	0.0000	0.1341	13.1634	3.6430	7.0004	-2.5850
1213341_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	0.0000	0.1613	0.2658	0.0000	0.0000	0.0171	0.0000	0.0698	0.0000	0.0090	0.0000	0.0000	0.0000	0.3067	0.0000	0.1640	0.0000	0.0000	2.6956	11.2722	3.1643	8.9509	2.8427
1213342_D1	CLM		0.0863	0.1606	0.0439	0.0449	0.0635	0.0000	0.0000	0.1577	0.0001	0.0014	0.0033	0.0001	0.0067	0.2514	0.0000	0.0283	0.0011	0.0391	0.0043	0.0000	0.0000	0.0010	0.0007	0.0010	0.0002	0.1046	-3.5456	-15.5962	3.0873	8.1012	-1.3153
1213343_D1	IBS		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0046	0.0000	0.1804	0.2510	0.0000	0.0000	0.0166	0.0000	0.0624	0.0000	0.0481	0.0000	0.0000	0.0000	0.2433	0.0000	0.1936	0.0000	0.0000	3.6609	11.8723	6.5717	9.5255	1.8304
1213344_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0061	0.0000	0.1794	0.2302	0.0000	0.0000	0.0152	0.0000	0.0521	0.0000	0.0538	0.0000	0.0000	0.0000	0.2784	0.0000	0.1848	0.0000	0.0000	2.5857	11.5065	1.7831	8.8495	0.9557
1213345_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0069	0.0000	0.1904	0.2157	0.0000	0.0000	0.0230	0.0000	0.0540	0.0000	0.0627	0.0000	0.0000	0.0000	0.2521	0.0000	0.1952	0.0000	0.0000	1.0882	11.4819	3.7179	7.1603	-1.2541
1213346_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0050	0.0000	0.1875	0.2327	0.0000	0.0000	0.0131	0.0000	0.0375	0.0000	0.0556	0.0000	0.0000	0.0000	0.2715	0.0000	0.1970	0.0000	0.0000	1.7258	11.7868	3.0111	9.3860	-0.3462
1213347_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.1916	0.2291	0.0000	0.0000	0.0131	0.0000	0.0370	0.0000	0.0532	0.0000	0.0000	0.0000	0.2689	0.0000	0.2021	0.0000	0.0000	1.8509	12.4328	2.9727	9.1050	0.5918
1213348_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0082	0.0000	0.1533	0.2622	0.0000	0.0000	0.0215	0.0000	0.0853	0.0000	0.0056	0.0000	0.0000	0.0000	0.3156	0.0000	0.1482	0.0000	0.0000	2.0019	9.9768	2.0492	8.4137	3.1829
1213349_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0048	0.0000	0.2253	0.1965	0.0000	0.0000	0.0151	0.0000	0.0268	0.0000	0.1072	0.0000	0.0000	0.0000	0.1929	0.0000	0.2314	0.0000	0.0000	0.7448	11.0728	5.0038	9.1538	-3.7210
1213350_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0073	0.0000	0.1512	0.2208	0.0000	0.0001	0.0143	0.0000	0.0630	0.0000	0.0463	0.0000	0.0000	0.0000	0.3486	0.0001	0.1483	0.0000	0.0000	3.3471	10.4178	-0.6021	7.0854	-0.9311
1213351_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0056	0.0000	0.2034	0.2155	0.0000	0.0000	0.0202	0.0000	0.0433	0.0000	0.0644	0.0000	0.0000	0.0000	0.2319	0.0000	0.2157	0.0000	0.0000	1.2285	12.3904	5.4475	7.3631	-2.5542
1213352_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0033	0.0000	0.2008	0.2294	0.0000	0.0000	0.0078	0.0000	0.0165	0.0000	0.0538	0.0000	0.0000	0.0000	0.2685	0.0000	0.2198	0.0000	0.0000	0.2342	13.0184	3.6877	10.6614	-1.8375
1213353_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.2150	0.2110	0.0000	0.0000	0.0113	0.0000	0.0191	0.0000	0.0586	0.0000	0.0000	0.0000	0.2495	0.0000	0.2314	0.0000	0.0000	-0.4504	13.6243	4.0792	8.8049	-1.2022
1213354_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0060	0.0000	0.1846	0.2291	0.0000	0.0000	0.0218	0.0000	0.0568	0.0000	0.0639	0.0000	0.0000	0.0000	0.2472	0.0000	0.1904	0.0000	0.0000	1.4738	10.6624	5.0302	8.1598	-1.7112
1213355_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0055	0.0000	0.2056	0.2151	0.0000	0.0000	0.0212	0.0000	0.0439	0.0000	0.0667	0.0000	0.0000	0.0000	0.2241	0.0000	0.2180	0.0000	0.0000	1.1797	12.2908	6.0932	7.3547	-2.6097
1213356_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0066	0.0000	0.1874	0.2233	0.0000	0.0000	0.0209	0.0000	0.0591	0.0000	0.0655	0.0000	0.0000	0.0000	0.2479	0.0000	0.1891	0.0000	0.0000	1.8811	10.7458	3.6512	8.2954	0.7897
1213677_D1	ESN		0.0000	0.0000	0.0000	0.0284	0.0000	0.1404	0.2248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0914	0.0000	0.1417	0.0000	0.0000	0.0000	0.0000	0.1182	0.2552	0.0000	0.0000	0.0000	0.0000	0.0000	52.8875	-15.4314	-0.1144	1.5473	-0.7233
1213678_D1	ASW		0.0000	0.0000	0.0000	0.6919	0.0000	0.0002	0.0015	0.0000	0.0000	0.0000	0.0000	0.0000	0.1845	0.0030	0.0031	0.1151	0.0000	0.0001	0.0000	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	32.5978	-4.1409	4.1432	2.5441	-2.1535
1213679_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0047	0.0000	0.2365	0.1749	0.0000	0.0000	0.0136	0.0000	0.0248	0.0000	0.1427	0.0000	0.0000	0.0000	0.1630	0.0000	0.2398	0.0000	0.0000	1.8591	10.9855	4.0064	9.5493	-4.9634
1213680_D1	KHV		0.1693	0.2765	0.2023	0.0000	0.2409	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1109	-4.3958	-37.6509	-1.1075	5.5952	0.1353
1213681_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0057	0.0000	0.2006	0.2207	0.0000	0.0000	0.0202	0.0000	0.0432	0.0000	0.0866	0.0000	0.0000	0.0000	0.2238	0.0000	0.1991	0.0000	0.0000	0.4630	9.6388	5.2637	9.3051	0.1084
1213682_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0059	0.0000	0.2197	0.1943	0.0000	0.0000	0.0179	0.0000	0.0265	0.0000	0.0586	0.0000	0.0000	0.0000	0.2441	0.0000	0.2329	0.0000	0.0000	-0.7237	14.2845	3.6447	6.3109	-1.2102
1213683_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0055	0.0000	0.2140	0.2043	0.0000	0.0000	0.0173	0.0000	0.0288	0.0000	0.0882	0.0000	0.0000	0.0000	0.2245	0.0000	0.2173	0.0000	0.0000	-0.4445	11.0074	4.2555	8.4589	-2.5132
1213684_D1	PUR		0.0000	0.0000	0.0000	0.2664	0.0000	0.0000	0.0000	0.0022	0.0000	0.0085	0.0276	0.0028	0.0574	0.0158	0.0000	0.5759	0.0000	0.0078	0.0000	0.0000	0.0000	0.0260	0.0006	0.0091	0.0000	0.0000	23.0287	2.3417	2.2982	7.4538	-2.8321
1213685_D1	CEU		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0054	0.0000	0.2428	0.1642	0.0000	0.0000	0.0143	0.0000	0.0172	0.0000	0.1393	0.0000	0.0000	0.0000	0.1766	0.0000	0.2400	0.0000	0.0000	-1.0867	11.1683	2.8293	8.2373	-3.9648
1213686_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0076	0.0000	0.1696	0.2243	0.0000	0.0000	0.0235	0.0000	0.0855	0.0000	0.0552	0.0000	0.0000	0.0000	0.2628	0.0000	0.1714	0.0000	0.0000	3.0421	10.7321	2.5392	7.5639	0.6726
1213687_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0053	0.0000	0.1933	0.2249	0.0000	0.0000	0.0155	0.0000	0.0390	0.0000	0.0533	0.0000	0.0000	0.0000	0.2635	0.0000	0.2051	0.0000	0.0000	1.4307	12.6365	3.6962	8.2427	-0.6395
1213688_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0058	0.0000	0.1856	0.2270	0.0000	0.0000	0.0144	0.0000	0.0449	0.0000	0.0535	0.0000	0.0000	0.0000	0.2763	0.0000	0.1925	0.0000	0.0000	2.2329	12.0331	1.8869	8.7823	1.0347
1213689_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0091	0.0000	0.1521	0.2089	0.0000	0.0001	0.0427	0.0000	0.1547	0.0000	0.0650	0.0000	0.0000	0.0000	0.2184	0.0000	0.1489	0.0000	0.0000	3.3015	8.6814	4.7822	6.5102	-1.3331
1213690_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0085	0.0000	0.1709	0.2172	0.0000	0.0000	0.0259	0.0000	0.0880	0.0000	0.0628	0.0000	0.0000	0.0000	0.2582	0.0000	0.1685	0.0000	0.0000	2.5944	10.0608	1.9799	7.3824	0.6840
1213691_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0078	0.0000	0.1499	0.2296	0.0000	0.0001	0.0252	0.0000	0.1300	0.0000	0.0500	0.0000	0.0000	0.0000	0.2571	0.0000	0.1500	0.0000	0.0000	4.6372	9.7633	2.6229	7.9617	1.7897
1213692_D1	IBS		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0041	0.0000	0.1896	0.2482	0.0000	0.0000	0.0130	0.0000	0.0390	0.0000	0.0585	0.0000	0.0000	0.0000	0.2465	0.0000	0.2012	0.0000	0.0000	2.1687	11.1867	5.9111	10.5962	0.4106
1213693_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0080	0.0000	0.1739	0.1758	0.0006	0.0001	0.0110	0.0000	0.0245	0.0000	0.1005	0.0000	0.0000	0.0000	0.3614	0.0022	0.1419	0.0000	0.0000	-0.4011	7.0890	-1.7920	6.2420	0.2295
1213694_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0040	0.0000	0.2168	0.2142	0.0000	0.0000	0.0134	0.0000	0.0284	0.0000	0.0969	0.0000	0.0000	0.0000	0.1997	0.0000	0.2264	0.0000	0.0000	1.5140	10.8300	5.9476	10.4487	-3.5418
1213695_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0075	0.0000	0.1748	0.2223	0.0000	0.0000	0.0193	0.0000	0.0635	0.0000	0.0636	0.0000	0.0000	0.0000	0.2754	0.0000	0.1735	0.0000	0.0000	2.1667	10.1603	0.9874	8.3326	0.1829
1213696_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0043	0.0000	0.2174	0.2133	0.0000	0.0000	0.0143	0.0000	0.0282	0.0000	0.0821	0.0000	0.0000	0.0000	0.2096	0.0000	0.2308	0.0000	0.0000	1.0702	11.8693	5.9925	9.2674	-3.2402
1213697_D1	ACB		0.0000	0.0000	0.0000	0.1126	0.0000	0.0935	0.1995	0.0000	0.0000	0.0000	0.0000	0.0000	0.2153	0.0000	0.1620	0.0000	0.0000	0.0000	0.0000	0.0749	0.1422	0.0000	0.0000	0.0000	0.0000	0.0000	49.0798	-12.0272	-0.3144	2.9547	-2.4100
1213698_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0049	0.0000	0.2133	0.2109	0.0000	0.0000	0.0163	0.0000	0.0311	0.0000	0.0615	0.0000	0.0000	0.0000	0.2313	0.0000	0.2307	0.0000	0.0000	0.8004	13.4753	5.3589	7.5363	-2.5479
1213699_D1	CLM		0.0076	0.0199	0.0036	0.0922	0.0064	0.0000	0.0000	0.1673	0.0002	0.0039	0.0076	0.0004	0.0125	0.3821	0.0001	0.2015	0.0013	0.0685	0.0027	0.0000	0.0000	0.0040	0.0041	0.0032	0.0003	0.0108	0.0163	-11.6038	1.1470	6.9440	0.0805
1213700_D1	GBR		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0050	0.0000	0.2372	0.1827	0.0000	0.0000	0.0148	0.0000	0.0213	0.0000	0.0979	0.0000	0.0000	0.0000	0.1944	0.0000	0.2467	0.0000	0.0000	-0.0941	12.6786	4.3001	7.8085	-3.5571
1213701_D1	TSI		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0040	0.0000	0.1916	0.2393	0.0000	0.0000	0.0122	0.0000	0.0317	0.0000	0.0474	0.0000	0.0000	0.0000	0.2624	0.0000	0.2114	0.0000	0.0000	1.6370	13.0782	5.3905	9.2978	-1.5285
1213702_D1	MXL		0.0000	0.0000	0.0000	0.0524	0.0000	0.0000	0.0000	0.5062	0.0000	0.0000	0.0000	0.0000	0.0000	0.1429	0.0000	0.0005	0.0000	0.0000	0.2981	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3314	-11.3553	14.6579	-13.2751	-0.8278
